@relation Musk.pre.arff

@attribute att01 {MUSK-jf78,MUSK-jf67,MUSK-jf59,MUSK-jf58,MUSK-jf47,MUSK-jf46,MUSK-jf17,MUSK-j51,MUSK-j33,MUSK-f205,MUSK-f184,MUSK-f159,MUSK-f158,MUSK-f152,MUSK-344,MUSK-333,MUSK-331,MUSK-330,MUSK-323,MUSK-322,MUSK-321,MUSK-316,MUSK-315,MUSK-314,MUSK-311,MUSK-301,MUSK-293,MUSK-292,MUSK-285,MUSK-284,MUSK-273,MUSK-272,MUSK-256,MUSK-254,MUSK-246,MUSK-240,MUSK-238,MUSK-236,MUSK-228,MUSK-227,MUSK-224,MUSK-219,MUSK-213,MUSK-212,MUSK-211,MUSK-190,MUSK-188,NON-MUSK-jp13,NON-MUSK-jp10,NON-MUSK-j97,NON-MUSK-j96,NON-MUSK-j93,NON-MUSK-j90,NON-MUSK-j84,NON-MUSK-j83,NON-MUSK-j81,NON-MUSK-j148,NON-MUSK-j147,NON-MUSK-j146,NON-MUSK-j130,NON-MUSK-j129,NON-MUSK-j100,NON-MUSK-f209,NON-MUSK-f164,NON-MUSK-f161,NON-MUSK-f150,NON-MUSK-334,NON-MUSK-327,NON-MUSK-320,NON-MUSK-319,NON-MUSK-318,NON-MUSK-309,NON-MUSK-308,NON-MUSK-305,NON-MUSK-297,NON-MUSK-296,NON-MUSK-295,NON-MUSK-290,NON-MUSK-289,NON-MUSK-288,NON-MUSK-286,NON-MUSK-271,NON-MUSK-257,NON-MUSK-253,NON-MUSK-249,NON-MUSK-247,NON-MUSK-232,NON-MUSK-226,NON-MUSK-220,NON-MUSK-208,NON-MUSK-200,NON-MUSK-199}
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute att601 numeric
@attribute att611 numeric
@attribute att621 numeric
@attribute att631 numeric
@attribute att641 numeric
@attribute att651 numeric
@attribute att661 numeric
@attribute att671 numeric
@attribute att681 numeric
@attribute att691 numeric
@attribute att701 numeric
@attribute att711 numeric
@attribute att721 numeric
@attribute att731 numeric
@attribute att741 numeric
@attribute att751 numeric
@attribute att761 numeric
@attribute att771 numeric
@attribute att781 numeric
@attribute att791 numeric
@attribute att801 numeric
@attribute att811 numeric
@attribute att821 numeric
@attribute att831 numeric
@attribute att841 numeric
@attribute att851 numeric
@attribute att861 numeric
@attribute att871 numeric
@attribute att881 numeric
@attribute att891 numeric
@attribute att901 numeric
@attribute att911 numeric
@attribute att921 numeric
@attribute att931 numeric
@attribute att941 numeric
@attribute att951 numeric
@attribute att961 numeric
@attribute att971 numeric
@attribute att981 numeric
@attribute att991 numeric
@attribute att1001 numeric
@attribute att1011 numeric
@attribute att1021 numeric
@attribute att1031 numeric
@attribute att1041 numeric
@attribute att1051 numeric
@attribute att1061 numeric
@attribute att1071 numeric
@attribute att1081 numeric
@attribute att1091 numeric
@attribute att1101 numeric
@attribute att1111 numeric
@attribute att1121 numeric
@attribute att1131 numeric
@attribute att1141 numeric
@attribute att1151 numeric
@attribute att1161 numeric
@attribute att1171 numeric
@attribute att1181 numeric
@attribute att1191 numeric
@attribute att1201 numeric
@attribute att1211 numeric
@attribute att1221 numeric
@attribute att1231 numeric
@attribute att1241 numeric
@attribute att1251 numeric
@attribute att1261 numeric
@attribute att1271 numeric
@attribute att1281 numeric
@attribute att1291 numeric
@attribute att1301 numeric
@attribute att1311 numeric
@attribute att1321 numeric
@attribute att1331 numeric
@attribute att1341 numeric
@attribute att1351 numeric
@attribute att1361 numeric
@attribute att1371 numeric
@attribute att1381 numeric
@attribute att1391 numeric
@attribute att1401 numeric
@attribute att1411 numeric
@attribute att1421 numeric
@attribute att1431 numeric
@attribute att1441 numeric
@attribute att1451 numeric
@attribute att1461 numeric
@attribute att1471 numeric
@attribute att1481 numeric
@attribute att1491 numeric
@attribute att1501 numeric
@attribute att1511 numeric
@attribute att1521 numeric
@attribute att1531 numeric
@attribute att1541 numeric
@attribute att1551 numeric
@attribute att1561 numeric
@attribute att1571 numeric
@attribute att1581 numeric
@attribute att1591 numeric
@attribute att1601 numeric
@attribute att1611 numeric
@attribute att1621 numeric
@attribute att1631 numeric
@attribute att1641 numeric
@attribute att1651 numeric
@attribute att1661 numeric
@attribute class {0,1}

@data
NON-MUSK-j146,0.47482,0.70707,0.82329,0.29044,0,0.82292,0.01302,0.72076,0.07427,0.58167,0.63573,0.46169,0.51551,0.67381,0.60163,0.70997,0.06571,0.58315,0.46535,0.41667,0.36235,0.00599,0.16063,0.74346,0.48315,0.12346,0.70718,0.1254,1,0.66262,0.43182,0.97945,0.02332,0.45578,0.13055,0.24727,0.04762,0.11765,0.412,0.51351,0.86765,0.50852,0.51852,0.61792,0.65,0.64901,0.01873,0.44784,0.63474,0.49692,0.34552,0.017,0.03014,0.37296,0.91667,0.43867,0.10777,0.75087,1,0.6713,0.0058,0.69565,0.19553,0.60192,0.29588,0.26702,0.00935,0.60057,0.12389,0.73333,0.86381,0.49597,0.48791,0.66667,0.62624,0.26984,0.02934,0.69748,0.45051,0.46744,0.27438,0.00815,0.31827,0.48424,0.65679,0.02314,0.9595,0.35849,0.95985,0.69142,0.61622,0.83422,0.0113,0.47817,0.29646,0.05419,0.5221,0.00779,0.61084,0.07949,0.81879,0.55629,0.6199,0.54699,0.58312,0.77253,0.27219,0.36812,0.5612,0.5431,0.47967,0.2547,0.09976,0.03279,0.57522,0.56492,0.58711,0.21676,0.10049,0.64589,0.59151,0.92268,0.82195,0.20872,0.96259,0.71823,0.65441,0.60832,0.55819,0.09412,0.54701,0.47742,0.43775,0.51326,0.66887,0.51497,0.10594,0.56881,0.13281,0.42799,0.31955,0.27824,0.03235,0.00604,0.0028,0.01441,0.125,0.89552,0.95238,0.64384,0.05149,0.28674,0.04389,0.58824,0.82353,0.65161,0.11196,0.41667,0.5641,0.375,0.20844,0.42276,0.2809,0.77564,0.77059,0.58958,0
NON-MUSK-j146,0.43165,0.0202,0.32129,0.38971,0,0.52604,0.99219,0.75895,0.54111,0.35657,0.67981,0.54981,0.62768,0.51667,0.49864,0.15408,0.8,0.58093,0.57624,0.36047,0.45749,0.83234,0.61765,0.05759,0.00281,0.58765,0.8232,0.23151,0.48287,0.04612,0.00325,0.20205,0.35277,0.22449,0.51958,0.29818,0.78947,0.63305,0.056,0.89459,0.09191,0.54545,0.50545,0.63443,0.57368,0.57174,0.27341,0.5369,0.55457,0.33676,0.44059,0.56657,0.71781,0.73893,0.33065,0.50728,0.99499,0.16263,0.57627,0.24537,0.13043,0,0.56425,0.10312,0.94382,0.25654,0.00234,0.54958,0.61947,0.59444,0.19455,0.06855,0.63516,0.53778,0.50248,0.0873,0.63081,0.52311,0.60202,0.6093,0.46485,0.93478,0.49116,0.01719,0.12346,0.89203,0.34891,0.53774,0.42336,0.07193,0,0.25668,0.39548,0.48611,0.33186,0.50739,0.79282,0.61299,0.12315,0.99487,0.05369,0.41722,0.59949,0.6241,0.50384,0.37124,0.25444,0.63768,0.43649,0.58621,0.60705,0.53862,0.56691,0.66667,0.24558,0.49658,0.00477,0.56069,0.94608,0.6204,0.01857,0.21649,0.07805,0.42679,0.05782,0.53591,0.43137,0.12691,0.48491,0.84706,0.39316,0.62581,0.49197,0.48295,0.54746,0.37126,0.58656,0.34557,0.63802,0.46045,0.46992,0.8292,0.9973,0.9426,0.0056,0.02017,0.30469,0.6,0.46726,0.92055,0.29539,0.64516,0.33542,0.03137,0.49673,0.01613,0.06361,0.34343,0.18205,0.47813,0.73615,0.55827,0.06367,0.55769,0.69118,0.18893,0
NON-MUSK-j146,0.33094,0.23906,0.09639,0.44485,0,0.69792,0.95833,0.60621,0.54111,0.32869,0.65893,0.57088,0.58711,0.56429,0.51762,0.11178,0.74571,0.49002,0.54653,0.35853,0.51822,0.7515,0.55204,0.23822,0.00843,0.90123,0.65746,0.19293,0.58255,0.02184,0.00974,0.91096,0.29738,0.19955,0.40992,0.24364,0.78446,0.66667,0.004,0.53514,0.13971,0.71591,0.46405,0.65094,0.60263,0.53422,0.16479,0.58524,0.53007,0.34702,0.47166,0.56091,0.85205,0.8042,0.29839,0.51559,0.88471,0.13149,0.71751,0.20602,0.02899,0.70924,0.23464,0.15827,0.95506,0.28796,0.00234,0.45042,0.00295,0.375,0.06615,0.09274,0.6044,0.58889,0.48762,0.06349,0.55012,0.55042,0.60202,0.64419,0.60091,0.88315,0.49116,0.27794,0.12099,0.98972,0.48287,0.62579,0.4562,0.12065,0.08378,0.65241,0.37571,0.42857,0.38053,0.07635,0.87017,0.5974,0.02956,0.80513,0.28523,0.56623,0.58929,0.62651,0.53964,0.40343,0.05325,0.62609,0.41109,0.58046,0.56911,0.55741,0.61071,0.68852,0.3208,0.51481,0.02387,0.97977,0.95833,0.62323,0.01326,0.13918,0.14878,0.20249,0.7415,0.25967,0.35049,0.10503,0.4181,0.77647,0.54701,0.55484,0.45783,0.46591,0.49669,0.5,0.72093,0.51376,0.68229,0.46653,0.43045,0.57576,0.7655,0.70997,0.0084,0.04323,0.47656,0.36716,0.4375,0.58904,0.27913,0.63441,0.31348,0.45098,0.88235,0.73226,0.04071,0.2803,0.24359,0.41875,0.41161,0.5122,0.1985,0.67308,0.75882,0.50814,0
NON-MUSK-j146,0.3741,0.09091,0.51004,0.22794,0,0.63542,0.00781,0.69212,0.1061,0.56375,0.5522,0.72989,0.56325,0.96667,0.69106,0.26284,0.23429,0.84257,0.51485,0.38372,0.44737,0.00898,0.23529,0.68063,0.51685,0.05926,0.23757,0.00643,0.36137,0.67476,0.00325,0.16096,0.25948,0.82086,0.00783,0.50182,0.14286,0.2409,0.648,0.16757,0.38971,0.37216,0.52505,0.79481,0.92895,0.38631,0.6779,0.43003,0.60356,0.50308,0.62523,0.03966,0.03014,0.38462,0.61559,0.26195,0.02256,0.02768,0.60169,0.65741,0.02029,0.04076,0.49162,0.7458,0.19101,0.38743,0.06776,0.55524,0.62832,0.45556,0.39689,0.43548,0.54286,0.93778,0.64356,0.1746,0.10758,0.7521,0.65859,0.50698,0.33787,0.00543,0.39096,0.66476,0.66667,0.00514,0.49221,0.15723,0.18248,0.67053,0,0.2246,0.04237,0.51786,0.09735,0.68473,0.5221,0.03117,0.70443,0.01282,0.33557,0.32781,0.64031,0.60482,0.8312,0.50429,0.11538,0.28696,0.5612,0.78448,0.5393,0.35073,0.19221,0.07923,0.60398,0.62187,0.61575,0.01156,0.01471,0.06232,0.64456,0.46907,0.57073,0.53894,0.04422,0.58564,0.66422,0.6674,0.53879,0,0.07265,0.16452,0.68273,0.80682,0.98675,0.79042,0.37209,0.98165,0.09115,0.30832,0.30827,0.14876,0.00539,0.01511,0.0056,0.01441,0.07031,0.5403,0.55952,0.24658,0.04607,0.02867,0.00313,0.48235,0.25163,0.38065,0.89567,0.9798,0.88974,0.3625,0.68338,0.50949,0.1236,0.60256,0.66471,0.08143,0
NON-MUSK-j146,0.47482,0.7037,0.82329,0.19118,0,0.67448,0.01563,0.66826,0.12202,0.5,0.53364,0.4272,0.52506,0.70238,0.57182,0.14804,0.26286,0.7694,0.52673,0.48837,0.40486,0.00599,0.25339,0.73298,0.81742,0.18519,0.70718,0.0836,0.43302,0.99757,0.43831,0.97945,0.02332,0.55556,0.07833,0.24727,0.02005,0.11765,0.412,0.51622,0.86765,0.50852,0.54684,0.65094,0.59737,0.49448,0.0412,0.6514,0.66147,0.46612,0.40585,0.0255,0.06575,0.34266,0.58602,0.47609,0.11278,0.7474,0.62712,0.70602,0.0058,0.69565,0.19553,0.95923,0.20974,0.26702,0.00234,0.6034,0.12684,0.73333,0.86381,0.5,0.45934,0.55111,0.4505,0.07143,0.11736,0.59664,0.47071,0.47907,0.30159,0.01087,0.39686,0.63897,0.69136,0.04113,0.9595,0.23585,0.17153,0.98376,0.61892,0.82888,0.0113,0.3869,0.29646,0.05419,0.41989,0.00779,0.61576,0.07949,0.81879,0.55629,0.45663,0.53735,0.65985,0.66524,0.39349,0.82899,0.50808,0.54885,0.51491,0.30271,0.10219,0.05464,0.6792,0.5262,0.60859,0.22543,0.13971,0.64306,0.99469,0.71392,0.9122,0.21184,0.96259,0.71823,0.69608,0.9256,0.54741,0.01765,0.54701,0.47742,0.57831,0.49811,0.6777,0.51497,0.11111,0.56881,0.2474,0.51116,0.42481,0.28099,0.03235,0.00604,0.0028,0.01441,0.125,0.89552,0.95238,0.64384,0.05149,0.04301,0.00313,0.59216,0.82353,0.65161,0.01781,0.44697,0.63333,0.375,0.20844,0.42005,0.2809,0.77564,0.77059,0.58958,0
NON-MUSK-j146,0.48201,0.08081,0.40562,0.26838,0.03662,0.63802,0.00521,0.69451,0.50133,0.49004,0.47796,0.47318,0.60143,0.71667,0.57995,0.48036,0.32286,0.74501,0.47525,0.4438,0.6417,0.07784,0.4095,0.68325,0.52247,0.08148,0.06906,0.00965,0.33022,0.69175,0.23377,0.98288,0.02332,0.82766,0.08094,0.23636,0.13283,0.22689,0.82,0.29459,0.46324,0.52557,0.51852,0.60849,0.58947,0.43488,0.70412,0.84987,0.63697,0.50924,0.54662,0.25496,0.08219,0.31469,0.6371,0.35759,0.01253,0,0.58757,0.58796,0.0029,0.69565,0.2067,0.71703,0.15356,0.27225,0.05607,0.46176,0.76106,0.45833,0.38521,0.44355,0.55385,0.62222,0.59406,0.16667,0.32763,0.53992,0.46263,0.47209,0.63946,0.0163,0.50295,0.7106,0.63457,0.00771,0.05919,0.17296,0.20438,0.61717,0.61081,0.83422,0.01412,0.53571,0.31858,0.28571,0.4558,0.12468,0.66502,0.02308,0.46644,0.56291,0.53827,0.50361,0.60102,0.53004,0.08876,0.85797,0.57506,0.53161,0.52575,0.54489,0.48662,0.27596,0.66814,0.60592,0.60859,0.02023,0.01225,0,0.66844,0.47165,0.53659,0.19938,0.96259,0.71271,0.61765,0.68053,0.57759,0.02353,0.55983,0.47097,0.70884,0.58144,0.69978,0.54491,0.17054,0.91131,0.18229,0.39959,0.41165,0.28926,0.01887,0.06647,0.0056,0.01441,0.07031,0.45672,0.33036,0.22192,0.05962,0.01792,0.00313,0.5098,0.83007,0.57419,0.81679,0.9899,0.84359,0.42813,0.37467,0.43089,0.26592,0.77564,0.77941,0.57655,0
NON-MUSK-j146,0.41727,0.2862,0.18876,0.94853,0,0.41667,0.65104,0.61098,0.54642,0.33068,0.66357,0.57663,0.5895,0.56667,0.50407,0.13595,0.73429,0.48337,0.51881,0.36628,0.52024,0.52395,0.53846,0.37958,0.00562,0.53827,0.93646,0.84566,0.45171,0.02427,0.00649,0.2226,0.38192,0.14512,0.36554,0.29818,0,0.67787,0.176,0.62432,0.34191,0.55398,0.46405,0.64858,0.61579,0.54967,0.14607,0.58779,0.53898,0.34908,0.47898,0.53258,0.57808,0.79953,0.25538,0.45322,0.64411,0.71972,0.51695,0.20833,0.72754,0.0788,0.55866,0.01199,0.40824,0.25654,0.00234,0.49292,0.60472,0.53611,0.23346,0.08871,0.60879,0.61778,0.4802,0.06349,0.55012,0.55252,0.59394,0.63721,0.60317,0.55707,0.48527,0.83954,0.12593,0.67866,0.90966,0.61321,0.65328,0.03944,0.03514,0.26738,0.5565,0.44048,0.28761,0.50246,0.09116,0.6026,0.03448,0.52821,0.38591,0.42715,0.58163,0.62169,0.53197,0.41416,0.0503,0.63768,0.41339,0.58908,0.57453,0.55532,0.61071,0.5847,0.32522,0.51025,0.03819,0.71098,0.69363,1,0.01326,0.15464,0.13171,0.51713,0.07483,0.54144,0.35784,0.08972,0.42888,0.37941,0.21368,0.02581,0.46185,0.49811,0.50773,0.50599,0.72351,0.51682,0.48698,0.4645,0.42857,0.58953,0.5283,0.61329,0.02801,0.05476,0.48438,0.68657,0.8125,0.79726,0.27913,0.30466,0.41066,0.20784,0.5098,0.21613,0.04326,0.2601,0.01538,0.48125,0.73615,0.56369,0.06742,0.5641,0.69118,0.17915,0
NON-MUSK-j146,0.33813,0.21886,0.11245,0.90441,0.08732,0.17448,0.56771,0.60143,0.53846,0.30677,0.64269,0.53257,0.56086,0.57381,0.58808,0.16314,0.94857,0.50333,0.59406,0.60853,0.47571,0.51796,0.59955,0.10733,0.00562,0.51852,0.67956,0.37621,0.44548,0.00243,0.0487,0.90411,0.41399,0.10431,0.35248,0.23636,0,0.53782,0.016,0.54595,0.13235,0.72159,0.43573,0.65802,0.56842,0.50773,0.9588,0.59033,0.59688,0.34908,0.42962,0.56657,0.56164,0.53846,0.17473,0.4657,0.63409,0.17647,0.48023,0.18287,0.82899,0.70652,0.2905,0.0024,0.40824,0.29319,0.02103,0.47309,0.0885,0.40278,0.06226,0.11694,0.58462,0.52222,0.5099,0.31746,0.59658,0.55882,0.60202,0.94884,0.53288,0.48913,0.49705,0.70201,0.11358,0.56812,0.42056,0.37421,0.54745,0.00696,0.07297,0.63636,0.64124,0.39087,0.38938,0.06897,0.00829,0.65974,0.10345,0.56667,0.24832,0.56291,0.58163,0.6241,0.5601,0.41416,0.66864,0.65217,0.58891,0.63793,0.90786,0.55741,0.60584,0.63115,0.32301,0.52164,0.03103,0.74855,0.67647,0.65156,0.00531,0.25258,0.12439,0.49844,0.72109,0.28177,0.30882,0.0547,0.37716,0.47353,0.54274,0.06774,0.46988,0.41288,0.51435,0.56587,0.63307,0.53823,0.55729,0.45436,0.46992,0.50689,0.52561,0.60121,0.0056,0.69741,0.125,0.37612,0.40179,0.63288,0.30081,0.319,0.46395,0.48627,0.88235,0.73871,0.04835,0.18434,0.00256,0.44688,0.43008,0.51762,0.18727,0.66026,0.75588,0.49511,0
NON-MUSK-j146,0.46763,0.71044,0.82329,0.38603,0,0.70052,0.01302,0.71838,0.08223,0.58367,0.61717,0.46169,0.52506,0.67381,0.60705,0.70695,0.07429,0.59202,0.46733,0.4186,0.3664,0.00599,0.16063,0.94241,0.53371,0.11605,0.70442,0.11897,0.48287,0.56553,0.49026,0.97603,0.02624,0.49206,0.07833,0.25091,0.00752,0.11765,0.412,0.50811,0.86765,0.5,0.52941,0.60849,0.64211,0.63797,0.02622,0.45293,0.63697,0.4846,0.34735,0.02266,0.0274,0.40326,0.59946,0.42827,0.10526,0.75433,0.66949,0.68056,0.1913,0.69565,0.19553,0.68825,0.16479,0.26702,0.00935,0.59773,0.12389,0.73056,0.86381,0.5,0.48571,0.66667,0.63119,0.29365,0.03423,0.69118,0.45051,0.47209,0.28571,0.01087,0.31827,0.92837,0.65185,0.02057,0.9595,0.34277,0.25182,0.69374,0.62703,0.82888,0.0113,0.47619,0.29204,0.05172,0.4779,0.00779,0.61084,0.07949,0.82215,0.54967,0.64541,0.55663,0.58312,0.77468,0.33136,0.3913,0.54734,0.53736,0.47967,0.26096,0.10706,0.03552,0.56858,0.53986,0.61098,0.2052,0.09559,0.64589,0.56764,0.62887,0.68293,0.24922,0.96599,0.72376,0.66912,0.52298,0.55172,0.02647,0.54274,0.47097,0.43775,0.52083,0.67329,0.51198,0.10594,0.56575,0.1276,0.41988,0.31767,0.26722,0.03235,0.00604,0.0028,0.10375,0.11719,0.89552,0.95238,0.6411,0.04878,0.03226,0.00313,0.58824,0.82026,0.65161,0.1145,0.42677,0.55385,0.375,0.2058,0.41463,0.2809,0.77564,0.76765,0.58958,0
NON-MUSK-j146,0.3741,0.94949,0.68675,0.36029,0,0.65104,0.00781,0.60859,0.07427,0.52191,0.54756,0.44828,0.53938,0.68571,0.56098,0.37462,0.16286,0.74279,0.5505,0.48256,0.3583,0.00599,0.3009,0.98691,0.54775,0.15062,0.16575,0.03859,0.29283,0.59951,0.00325,0.37329,0.27697,0.63265,0.01044,0.50182,0.05263,0.22969,0.488,0.17568,0.95588,0.46307,0.57516,0.70283,0.56053,0.51876,0.04869,0.53435,0.65702,0.46407,0.39671,0.01133,0.07123,0.37762,0.55914,0.43867,0.01003,0.90657,0.52825,0.56713,0.13333,0.56793,0.50279,0.7482,0.12734,0.39791,0.00234,0.45892,0.48968,0.45833,0.85992,0.67742,0.47473,0.51333,0.46287,0.16667,0.08557,0.63235,0.51515,0.46047,0.19501,0.00543,0.43222,0.65616,0.55309,0.02828,0.91277,0.12264,0.28102,0.67981,0.40541,0.2139,0.0452,0.41468,0.12389,0.6798,0.49448,0.01299,0.5468,0.00769,0.97987,0.34437,0.48469,0.59518,0.63683,0.72318,0.57692,0.7913,0.51039,0.54023,0.52846,0.30271,0.08273,0.06831,0.67035,0.54214,0.68974,0.06936,0.01716,0.13881,0.52785,0.47938,0.59756,0.54206,0.38776,0.57459,0.67892,0.63895,0.53448,0.00294,0.06838,0.15484,0.49197,0.45644,0.65342,0.48204,0.11886,0.26911,0.27865,0.51521,0.45677,0.24793,0.01348,0.01208,0.0084,0.17291,0.14063,0.68657,0.84524,0.14247,0.0542,0.00717,0.00313,0.81176,0.44118,0.76452,0.05089,0.4798,0.74103,0.39375,0.68865,0.52033,0.11236,0.60897,0.67647,0.08795,0
NON-MUSK-j146,0.41727,0.02357,0.22088,0.94853,0,0.41667,0.55469,0.71122,0.96021,0.34661,0.67053,0.49617,0.61575,0.52381,0.50678,0.12387,0.89714,0.5388,0.59802,0.36822,0.45344,0.65868,0.6086,0.29581,0.00562,0.47901,0.74309,0.09325,0.45171,0.03398,0.00649,0.20548,0.38192,0.16553,0.36554,0.30545,0,0.61625,0.052,0.71892,0.11765,0.54261,0.49455,0.64151,0.53158,0.55188,0.18727,0.77354,0.60579,0.33676,0.4351,0.84986,0.61096,0.77389,0.25269,0.49064,0.66165,0.10727,0.51695,0.23148,0.72754,0,0.55866,0.01679,0.40824,0.25654,0.00234,0.52125,0.61062,0.59167,0.15953,0.02419,0.62418,0.5,0.50248,0.07143,0.99267,0.52941,0.58182,0.62558,0.60317,0.53261,0.45972,0.83668,0.12099,0.509,0.47664,0.47484,0.64964,0.04872,0,0.26738,0.5565,0.4623,0.28319,0.51232,0.0884,0.81818,0.02956,0.64872,0.07383,0.42053,0.59949,0.62651,0.51407,0.39914,0.3284,0.82609,0.42956,0.55172,0.58808,0.48643,0.618,0.64481,0.2677,0.50569,0.04057,0.5289,0.6201,0.6119,0.01592,0.15464,0.13415,0.51713,0.06803,0.54696,0.40196,0.10503,0.46121,0.37647,0.21795,0.02581,0.51807,0.49432,0.54746,0.32934,0.64858,0.36391,0.6849,0.48073,0.47744,0.68044,0.62534,0.72508,0.0056,0.02594,0.35938,0.60597,0.55655,0.7589,0.27913,0.30466,0.41066,0.02745,0.49673,0.0129,0.04835,0.27778,0.02051,0.47188,0.73615,0.56098,0.07116,0.55769,0.68824,0.1759,0
NON-MUSK-j146,0.47482,0.7037,0.83133,0.23529,0,0.69271,0.01563,0.68974,0.03448,0.52988,0.59397,0.59579,0.54893,0.99762,0.76965,0.0997,0.04286,0.69623,0.52475,0.48062,0.26518,0.00599,0.19457,0.70157,0.75,0.17037,0.70166,0.09003,0.38941,0.58738,0.42532,0.97603,0.02332,0.50794,0.07833,0.24727,0.02506,0.11765,0.412,0.51351,0.87132,0.50852,0.50109,0.92689,0.92105,0.46137,0.00749,0.34351,0.65924,0.50924,0.38026,0.00567,0.05753,0.31002,0.60215,0.47817,0.10777,0.74048,0.62429,0.59259,0.0058,0.69293,0.19553,0.72662,0.16105,0.26702,0.00234,0.60623,0.13274,0.73611,0.8677,0.50403,0.53407,0.88889,0.52228,0.06349,0.022,0.82563,0.54343,0.44651,0.12472,0.01087,0.34971,0.65043,0.64691,0.03599,0.95639,0.28931,0.16058,0.69838,0.61351,0.83422,0.00847,0.42063,0.29204,0.06404,0.51381,0.00779,0.62562,0.07949,0.82215,0.55629,0.58673,0.77108,0.92072,0.42704,0.02959,0.37391,0.5612,0.7931,0.53117,0.20042,0.04136,0.04098,0.66593,0.58314,0.95465,0.23121,0.1299,0.63739,0.57029,0.57732,0.65366,0.20872,0.96259,0.71823,0.6201,0.58643,0.55819,0.07059,0.54701,0.48387,0.40562,0.69508,0.96026,0.51497,0.10594,0.56881,0.21354,0.49696,0.3985,0.27548,0.03235,0.00604,0.0028,0.01441,0.13281,0.89851,0.95238,0.6411,0.05149,0.02151,0.00313,0.59608,0.82353,0.65484,0.01527,0.31313,0.66923,0.37188,0.21108,0.42547,0.28464,0.78205,0.77059,0.59283,0
NON-MUSK-j146,0.43165,0.01347,0.62651,0.38603,0,0.53125,0.5625,0.60143,0.57825,0.3247,0.66357,0.57088,0.57757,0.56667,0.50678,0.14502,0.64,0.49667,0.54653,0.37403,0.51012,0.48802,0.55882,0.18325,0.00281,0.56296,0.63536,0.37942,0.47975,0.02427,0.00325,0.21575,0.35277,0.15873,0.51175,0.28727,0.79198,1,0.464,0.79459,0.05515,0.55966,0.4488,0.65566,0.6,0.54967,0.35581,0.58779,0.53007,0.35113,0.47166,0.52408,0.53425,0.8042,0.32796,0.46362,0.60902,0.14187,0.57345,0.19907,0.10435,0.00272,0.56425,0.05995,0.94007,0.25654,0.00234,0.96034,0.61947,0.83333,0.19844,0.1129,0.6022,0.59111,0.4703,0.07143,0.65281,0.56513,0.60202,0.63256,0.59184,0.4837,0.49509,0.03725,0.1284,0.58612,0.31776,0.57233,0.42336,0.06265,0,0.25134,0.39548,0.43056,0.33628,0.49507,0.79558,0.60519,0.5468,0.58718,0.04362,0.42053,0.57653,0.62169,0.53708,0.42489,0.08284,0.63478,0.41339,0.58333,0.57724,0.56159,0.61314,0.58743,0.33628,0.51253,0.01909,0.77746,0.67157,0.61473,0.01326,0.21907,0.07561,0.41121,0.05442,0.52486,0.33824,0.08534,0.41379,0.84412,0.40171,0.62581,0.45783,0.4678,0.50773,0.99701,0.88889,0.76147,0.50781,0.45639,0.43421,0.92287,0.59299,0.6284,0.0056,0.03746,0.42188,0.65373,0.3631,0.67945,0.29268,0.63799,0.32915,0.03922,0.51307,0.01935,0.04835,0.27273,0.1359,0.49688,0.73615,0.55827,0.05993,0.55769,0.69706,0.1987,0
