@relation 'Libras Movement.arff'

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute att601 numeric
@attribute att611 numeric
@attribute att621 numeric
@attribute att631 numeric
@attribute att641 numeric
@attribute att651 numeric
@attribute att661 numeric
@attribute att671 numeric
@attribute att681 numeric
@attribute att691 numeric
@attribute att701 numeric
@attribute att711 numeric
@attribute att721 numeric
@attribute att731 numeric
@attribute att741 numeric
@attribute att751 numeric
@attribute att761 numeric
@attribute att771 numeric
@attribute att781 numeric
@attribute att791 numeric
@attribute att801 numeric
@attribute att811 numeric
@attribute att821 numeric
@attribute att831 numeric
@attribute att841 numeric
@attribute att851 numeric
@attribute att861 numeric
@attribute att871 numeric
@attribute att881 numeric
@attribute att891 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
0.78161,0.7837,0.7849,0.78125,0.78311,0.78302,0.78211,0.78617,0.78111,0.79366,0.77907,0.79431,0.77622,0.80255,0.76513,0.81089,0.76525,0.80769,0.76066,0.81151,0.76134,0.82737,0.76852,0.83607,0.7888,0.69898,0.80467,0.86197,0.81466,0.86197,0.81699,0.85416,0.83334,0.84193,0.82134,0.83611,0.81396,0.83334,0.81067,0.83714,0.82058,0.8366,0.82871,0.83222,0.83374,0.83558,0.83495,0.80255,0.83135,0.72035,0.82758,0.69946,0.82688,0.82581,0.83144,0.80817,0.8246,0.80685,0.82823,0.82408,0.81579,0.84,0.8043,0.87172,0.79391,0.88764,0.80096,0.88515,0.80555,0.8732,0.8,0.85803,0.80513,0.80422,0.80544,0.70942,0.80084,0.71429,0.78105,0.82371,0.75536,0.83128,0.74734,0.83735,0.75153,0.8309,0.74257,0.78016,0.73152,0.75989,8
0.72184,0.7837,0.7254,0.78125,0.72375,0.78616,0.72248,0.78931,0.7212,0.79682,0.71861,0.79747,0.71561,0.80255,0.70698,0.81089,0.70188,0.80769,0.69905,0.8147,0.69929,0.83062,0.70834,0.83934,0.73276,0.69643,0.74947,0.85352,0.75862,0.84789,0.75816,0.83035,0.77083,0.80322,0.75186,0.77926,0.74161,0.75667,0.736,0.74267,0.74933,0.71895,0.76322,0.69127,0.77017,0.67114,0.77427,0.62102,0.77197,0.53955,0.77011,0.50546,0.76993,0.58065,0.77449,0.55346,0.76537,0.53272,0.76706,0.5216,0.75359,0.50154,0.74701,0.52187,0.73536,0.5281,0.7458,0.5014,0.75694,0.45533,0.75,0.3858,0.76231,0.31627,0.76361,0.26702,0.75892,0.25397,0.74105,0.27963,0.71674,0.27301,0.707,0.28012,0.71079,0.27697,0.70694,0.25737,0.70039,0.2401,8
0.58621,0.85894,0.59039,0.85625,0.58904,0.86164,0.58716,0.86479,0.58755,0.87302,0.58372,0.87025,0.58508,0.86305,0.58605,0.85896,0.58451,0.84294,0.58057,0.82748,0.55847,0.83062,0.56945,0.81639,0.60346,0.66326,0.63057,0.8,0.64439,0.77464,0.64923,0.73512,0.65741,0.68387,0.63524,0.64882,0.62016,0.62667,0.60533,0.61563,0.61478,0.59477,0.62971,0.56376,0.6357,0.54698,0.63106,0.50318,0.63182,0.42938,0.63448,0.39345,0.63782,0.44194,0.64921,0.39938,0.64237,0.37383,0.64,0.3642,0.62201,0.3477,0.61337,0.38193,0.60422,0.39045,0.60912,0.36415,0.62037,0.31124,0.61364,0.22839,0.63169,0.16265,0.64017,0.1335,0.63941,0.1164,0.62105,0.11855,0.59656,0.10737,0.5881,0.12651,0.59267,0.14869,0.59407,0.16622,0.5895,0.16358,8
0.67356,0.85267,0.67963,0.85312,0.68037,0.85535,0.6789,0.8585,0.67511,0.86667,0.6628,0.86709,0.66434,0.86624,0.66046,0.86859,0.65492,0.86218,0.64692,0.85943,0.64439,0.86645,0.65742,0.8623,0.68535,0.71174,0.70276,0.86479,0.71552,0.85633,0.71895,0.83929,0.72917,0.81612,0.71216,0.79598,0.70026,0.78667,0.69867,0.78176,0.71241,0.76798,0.72544,0.74833,0.73594,0.74161,0.73544,0.69745,0.73397,0.61299,0.73103,0.58197,0.73121,0.68065,0.73804,0.65723,0.72892,0.64175,0.72941,0.64507,0.71292,0.63999,0.70406,0.67055,0.69555,0.67978,0.70504,0.66107,0.71528,0.62824,0.71363,0.57716,0.7259,0.50903,0.73013,0.43717,0.72746,0.42592,0.71158,0.4772,0.68884,0.47239,0.68365,0.47591,0.6884,0.46647,0.68714,0.43431,0.68288,0.41425,8
0.68736,0.8558,0.69108,0.85312,0.6895,0.85849,0.69037,0.86164,0.68664,0.86984,0.68373,0.87025,0.68065,0.87579,0.67442,0.88461,0.66901,0.88141,0.66587,0.88499,0.66825,0.89577,0.68287,0.89507,0.71336,0.73214,0.72186,0.89014,0.72414,0.87606,0.71895,0.86011,0.72685,0.83226,0.70719,0.80936,0.69509,0.78999,0.68799,0.78176,0.6992,0.76798,0.71032,0.73825,0.71638,0.72819,0.71845,0.6656,0.71971,0.57345,0.72414,0.53552,0.72893,0.60323,0.7426,0.55661,0.74031,0.53272,0.74353,0.52469,0.72966,0.51077,0.72315,0.53353,0.71194,0.53932,0.72183,0.51821,0.72916,0.47262,0.72046,0.40123,0.73233,0.33133,0.73222,0.27487,0.72746,0.25926,0.70737,0.28876,0.68025,0.27914,0.66879,0.27711,0.6721,0.26823,0.67129,0.24933,0.66343,0.22691,8
0.64827,0.85267,0.65217,0.84687,0.65068,0.85535,0.64908,0.85535,0.64746,0.86349,0.64418,0.86392,0.64336,0.86942,0.63489,0.8782,0.62911,0.87179,0.6327,0.86582,0.63484,0.87623,0.65046,0.87213,0.66595,0.71939,0.67304,0.87042,0.68104,0.85352,0.68409,0.83333,0.69445,0.79676,0.67991,0.77257,0.66668,0.75333,0.66133,0.73941,0.67547,0.71895,0.69018,0.68792,0.70171,0.66779,0.70388,0.61465,0.70546,0.53107,0.70804,0.49454,0.7107,0.56451,0.71982,0.53145,0.71298,0.5109,0.7153,0.50309,0.70096,0.49846,0.69213,0.53644,0.67447,0.55338,0.67625,0.53221,0.68518,0.48704,0.67954,0.42901,0.6895,0.36445,0.69038,0.30628,0.68554,0.29365,0.66526,0.32219,0.64163,0.30982,0.63694,0.31024,0.64358,0.30029,0.64555,0.27614,0.64396,0.24802,8
0.63449,0.8558,0.63844,0.85312,0.64156,0.85535,0.63532,0.86164,0.63133,0.87302,0.63256,0.86709,0.61305,0.87261,0.60698,0.87179,0.59859,0.86538,0.59242,0.85304,0.59904,0.85668,0.6088,0.84918,0.64224,0.69387,0.6603,0.83943,0.66595,0.82253,0.66448,0.78869,0.6713,0.75161,0.64764,0.72241,0.63308,0.70666,0.624,0.69055,0.64116,0.66667,0.65995,0.63422,0.67481,0.60738,0.67961,0.56369,0.68171,0.48588,0.68735,0.44808,0.68793,0.50323,0.69476,0.46541,0.68337,0.43925,0.68,0.43519,0.66268,0.41847,0.65155,0.44606,0.63935,0.45226,0.64747,0.41737,0.65971,0.36311,0.65454,0.2963,0.67023,0.23193,0.67574,0.1911,0.67086,0.17461,0.65263,0.18541,0.62231,0.17178,0.61359,0.17771,0.61915,0.17493,0.61783,0.16353,0.61089,0.14248,8
0.69195,0.8464,0.69565,0.84375,0.69635,0.84906,0.69496,0.85221,0.69124,0.86032,0.68837,0.86076,0.68764,0.86624,0.6814,0.86859,0.67841,0.86218,0.67772,0.85304,0.68258,0.85017,0.67593,0.84918,0.69397,0.69387,0.70913,0.83662,0.71768,0.81972,0.72331,0.79465,0.7338,0.76128,0.71465,0.73243,0.70543,0.71333,0.69867,0.69707,0.71241,0.67647,0.72544,0.65101,0.73105,0.62752,0.73058,0.5828,0.72447,0.50283,0.72414,0.46994,0.72438,0.53549,0.73121,0.50629,0.72209,0.48287,0.7247,0.47531,0.7177,0.45231,0.7136,0.48105,0.70726,0.48315,0.71942,0.45938,0.73148,0.40923,0.725,0.33642,0.73662,0.28012,0.7364,0.23299,0.72746,0.21693,0.70737,0.24012,0.67811,0.23006,0.66879,0.23796,0.6721,0.23615,0.67129,0.22252,0.66148,0.20317,8
0.58392,0.81192,0.59039,0.80938,0.57534,0.8239,0.57339,0.8239,0.56683,0.82857,0.56047,0.82596,0.5571,0.82166,0.54884,0.8173,0.54461,0.79487,0.53791,0.77635,0.52984,0.77525,0.54167,0.76066,0.57328,0.61735,0.59236,0.74647,0.59052,0.72112,0.58388,0.67262,0.57407,0.60968,0.5335,0.55852,0.50388,0.52334,0.48267,0.49837,0.48813,0.46406,0.50881,0.4094,0.52078,0.37919,0.52184,0.33439,0.52494,0.27119,0.53103,0.2377,0.53303,0.25161,0.53986,0.22013,0.53075,0.19627,0.5247,0.19136,0.50717,0.17846,0.49403,0.22449,0.48478,0.24438,0.48681,0.22129,0.50232,0.16714,0.49772,0.08642,0.5182,0.03615,0.52302,0.03403,0.51782,0.02646,0.49895,0.03343,0.4721,0.03988,0.47133,0.06928,0.48472,0.09038,0.48515,0.09919,0.48055,0.10026,8
0.62069,0.81505,0.627,0.80938,0.62785,0.80818,0.62386,0.80189,0.61981,0.80001,0.61861,0.79431,0.58741,0.79937,0.57674,0.80769,0.56338,0.79487,0.55213,0.78914,0.54654,0.76222,0.55325,0.7377,0.5819,0.59184,0.59873,0.71549,0.6013,0.69295,0.59913,0.64881,0.59491,0.59032,0.55831,0.54514,0.53231,0.51667,0.51467,0.49511,0.52506,0.46732,0.54912,0.42282,0.56479,0.39933,0.57039,0.35987,0.58194,0.29944,0.58851,0.27049,0.59681,0.29677,0.6082,0.27045,0.60364,0.25233,0.60706,0.24692,0.59808,0.23385,0.59189,0.27696,0.59016,0.29775,0.59952,0.28011,0.61573,0.23055,0.61818,0.15123,0.63598,0.09337,0.64017,0.07592,0.63732,0.06349,0.61684,0.06383,0.59013,0.06442,0.58174,0.08434,0.59063,0.10204,0.59208,0.11529,0.58365,0.1161,8
0.63218,0.83386,0.63844,0.83125,0.6347,0.83648,0.63532,0.83963,0.63364,0.84762,0.63024,0.84177,0.6247,0.84076,0.61396,0.83334,0.60328,0.8173,0.57583,0.80512,0.56325,0.81434,0.56945,0.81967,0.59052,0.67092,0.5966,0.80281,0.59052,0.76056,0.58605,0.70535,0.58333,0.64193,0.55087,0.58528,0.53748,0.54666,0.528,0.52117,0.54618,0.4902,0.5743,0.43959,0.59169,0.4094,0.59951,0.36306,0.60332,0.29944,0.6092,0.2623,0.61504,0.27741,0.6287,0.239,0.62415,0.20873,0.62589,0.20061,0.61005,0.1877,0.59905,0.23032,0.58783,0.24719,0.58753,0.22689,0.59953,0.17003,0.59318,0.08642,0.61028,0.0271,0.60879,0.01832,0.59958,0.00265,0.57685,0,0.54506,0,0.53928,0.03012,0.54786,0.05831,0.55049,0.08847,0.5428,0.08971,8
0.51035,0.81505,0.52174,0.81562,0.52968,0.81761,0.52065,0.82705,0.52304,0.82222,0.51163,0.82911,0.50815,0.82485,0.5,0.82692,0.48826,0.82371,0.48104,0.8179,0.47971,0.8241,0.49306,0.82295,0.53234,0.67857,0.55414,0.8338,0.5625,0.83098,0.56427,0.80654,0.56713,0.78064,0.53847,0.75919,0.5168,0.75,0.50667,0.73941,0.51715,0.72548,0.53904,0.70134,0.55256,0.68457,0.55582,0.64013,0.56057,0.55932,0.56781,0.52732,0.57403,0.60645,0.58314,0.57861,0.57631,0.56075,0.57411,0.55864,0.55741,0.55385,0.55132,0.58309,0.54333,0.59832,0.54677,0.57703,0.5625,0.53603,0.55681,0.48148,0.57815,0.41567,0.58368,0.35602,0.57862,0.34656,0.56,0.38602,0.53004,0.38651,0.52442,0.38856,0.5336,0.38484,0.53663,0.35924,0.53113,0.33773,8
0.56322,0.82132,0.56751,0.81562,0.56849,0.82075,0.56651,0.82076,0.56222,0.83174,0.5628,0.82596,0.5571,0.83122,0.54652,0.83975,0.54225,0.83334,0.53791,0.83068,0.53461,0.8404,0.5463,0.83934,0.57543,0.69898,0.59236,0.8676,0.6013,0.86197,0.59913,0.84226,0.59723,0.81612,0.56328,0.79933,0.54006,0.78332,0.52,0.78501,0.52771,0.77124,0.54408,0.74496,0.55501,0.72484,0.55582,0.66879,0.55344,0.5791,0.55403,0.54371,0.55126,0.62258,0.5558,0.59119,0.54442,0.5701,0.53412,0.56481,0.51196,0.56,0.5012,0.58892,0.48946,0.59832,0.49161,0.57423,0.50463,0.53603,0.5,0.48148,0.52034,0.41867,0.5251,0.36125,0.51991,0.35449,0.49895,0.40121,0.4678,0.39877,0.46284,0.40964,0.47454,0.40234,0.47921,0.38069,0.47665,0.36412,8
0.51955,0.86834,0.52403,0.8625,0.52284,0.86164,0.52065,0.86479,0.51613,0.86349,0.51163,0.85443,0.50583,0.85031,0.5,0.84614,0.49296,0.84936,0.48815,0.84346,0.48687,0.85017,0.50232,0.8459,0.54311,0.69387,0.56264,0.83943,0.57112,0.82535,0.57516,0.80357,0.57639,0.76774,0.54838,0.74248,0.53231,0.71999,0.52,0.70683,0.53562,0.68301,0.55667,0.65436,0.56968,0.63423,0.57281,0.58917,0.57245,0.5113,0.57701,0.47815,0.57631,0.54516,0.58087,0.51572,0.56947,0.49533,0.56,0.49692,0.53828,0.48923,0.52744,0.52187,0.51523,0.53652,0.51558,0.52101,0.53009,0.48415,0.525,0.42592,0.54389,0.36445,0.54812,0.31675,0.54089,0.30952,0.5179,0.34954,0.48712,0.3497,0.47983,0.35844,0.4888,0.3586,0.4911,0.34048,0.48638,0.3219,8
0.61609,0.83072,0.62013,0.82812,0.61872,0.83333,0.61697,0.83648,0.6152,0.84444,0.61162,0.84493,0.60838,0.85031,0.60233,0.85896,0.59389,0.85896,0.59004,0.86262,0.58949,0.87948,0.60185,0.8918,0.63147,0.7398,0.64968,0.90704,0.65733,0.90704,0.66012,0.90178,0.66436,0.89031,0.6402,0.88294,0.62533,0.87999,0.61334,0.87948,0.62269,0.87255,0.63728,0.86241,0.64792,0.85906,0.64805,0.81211,0.64608,0.71751,0.64368,0.68853,0.64237,0.80645,0.64236,0.77672,0.63098,0.76324,0.62353,0.76235,0.60526,0.76,0.59189,0.78425,0.58079,0.79214,0.58034,0.77311,0.59491,0.74351,0.58637,0.70371,0.59529,0.64157,0.59205,0.55759,0.57862,0.55556,0.55157,0.64133,0.51931,0.65031,0.51167,0.66867,0.52139,0.66473,0.51882,0.63002,0.51362,0.61741,8
0.43908,0.94358,0.44164,0.94063,0.44293,0.94339,0.44266,0.94654,0.44009,0.95555,0.43488,0.95569,0.43123,0.96178,0.42093,0.97114,0.41549,0.97114,0.40995,0.97125,0.40811,0.99023,0.42593,1,0.46768,0.82398,0.49044,1,0.49569,1,0.49237,1,0.48843,1,0.45162,1,0.43153,1,0.416,1,0.43008,1,0.4534,1,0.46944,1,0.47087,0.95223,0.47031,0.84464,0.47586,0.81147,0.47836,0.95162,0.48063,0.9151,0.46696,0.8972,0.45176,0.89507,0.42822,0.88307,0.41766,0.89213,0.40749,0.89326,0.40528,0.86834,0.42361,0.83574,0.41818,0.79629,0.43041,0.72892,0.4205,0.6335,0.40461,0.63492,0.38316,0.7234,0.34978,0.72393,0.3397,0.73494,0.35438,0.72595,0.35842,0.68365,0.35408,0.66227,8
0.38161,0.88715,0.38444,0.88437,0.38128,0.89309,0.38074,0.89309,0.37788,0.90159,0.36976,0.9019,0.36596,0.90446,0.35582,0.90384,0.34038,0.8782,0.31516,0.85623,0.29833,0.82737,0.29862,0.79672,0.33406,0.6352,0.34183,0.7662,0.33621,0.74647,0.3268,0.70535,0.31018,0.64516,0.2531,0.602,0.21965,0.57333,0.18933,0.56026,0.20052,0.52941,0.23174,0.48323,0.24939,0.46308,0.25242,0.4172,0.25891,0.35876,0.27126,0.33607,0.27108,0.38065,0.27335,0.3522,0.26195,0.33023,0.24235,0.32716,0.21531,0.31693,0.20525,0.36443,0.20141,0.38483,0.19185,0.37255,0.21297,0.33429,0.21818,0.26852,0.25696,0.2259,0.26988,0.20157,0.26416,0.20371,0.24,0.2462,0.20601,0.26074,0.20382,0.29519,0.22811,0.31487,0.24158,0.31099,0.24319,0.30871,8
0.37242,0.9279,0.37758,0.92499,0.37672,0.93081,0.37386,0.93396,0.37327,0.93968,0.36744,0.93988,0.36363,0.94586,0.35582,0.95513,0.34508,0.95513,0.33887,0.95847,0.33652,0.9772,0.35649,0.98688,0.40518,0.81378,0.42676,0.98591,0.43104,0.9831,0.4292,0.97916,0.4213,0.97096,0.38213,0.96655,0.35402,0.95667,0.33067,0.94788,0.34565,0.93464,0.37531,0.91946,0.38875,0.9094,0.3932,0.85031,0.39667,0.74577,0.4046,0.70765,0.40547,0.81935,0.41002,0.78301,0.38952,0.76947,0.37177,0.76235,0.33972,0.76,0.32458,0.78134,0.31148,0.78933,0.30215,0.77311,0.31944,0.74928,0.31136,0.71913,0.34475,0.66265,0.35356,0.57592,0.34591,0.57407,0.32842,0.65349,0.29828,0.65644,0.29512,0.65964,0.31772,0.64723,0.32673,0.60321,0.32684,0.58047,8
0.36551,0.88715,0.36842,0.88437,0.36758,0.88993,0.36238,0.89309,0.36175,0.90159,0.35582,0.9019,0.35198,0.90764,0.34419,0.91666,0.33568,0.91346,0.32938,0.91694,0.32697,0.93486,0.34723,0.94427,0.39656,0.78062,0.41826,0.94929,0.42242,0.94929,0.41829,0.94047,0.4051,0.92903,0.35483,0.91973,0.32042,0.91,0.29334,0.90227,0.30079,0.88888,0.33501,0.87584,0.36185,0.86577,0.36165,0.81211,0.3658,0.71186,0.36092,0.68579,0.35764,0.8,0.35535,0.76729,0.33941,0.75079,0.32235,0.74692,0.29426,0.74153,0.28163,0.76093,0.26932,0.77247,0.26139,0.75351,0.27778,0.72623,0.27272,0.68519,0.30193,0.62048,0.30544,0.54188,0.2914,0.55026,0.26526,0.62917,0.22747,0.62884,0.21869,0.63856,0.23829,0.63266,0.24555,0.58981,0.24319,0.56464,8
0.45518,0.9279,0.45996,0.92813,0.45662,0.93081,0.45413,0.93396,0.45392,0.94285,0.45116,0.94303,0.44755,0.94904,0.43953,0.95832,0.43192,0.95832,0.42417,0.95527,0.42244,0.96417,0.43982,0.95738,0.47845,0.77296,0.48619,0.91831,0.47629,0.88733,0.46623,0.84524,0.44445,0.80322,0.3871,0.76588,0.34626,0.73667,0.31467,0.71335,0.31662,0.69934,0.33501,0.66107,0.34719,0.63758,0.34709,0.57006,0.34917,0.47175,0.35403,0.41803,0.35079,0.45161,0.34852,0.39938,0.33029,0.36137,0.31059,0.3426,0.28469,0.32615,0.26969,0.34985,0.2623,0.36236,0.2518,0.34174,0.27083,0.3026,0.26364,0.24074,0.2955,0.20482,0.30334,0.19895,0.2956,0.20635,0.27579,0.25532,0.24249,0.26687,0.24203,0.29819,0.2668,0.31196,0.27921,0.30831,0.27432,0.31926,8
0.71724,0.33229,0.71854,0.33125,0.7169,0.33333,0.7156,0.33333,0.71429,0.33969,0.71163,0.3386,0.70629,0.33439,0.70001,0.33974,0.70188,0.33654,0.69194,0.34186,0.68258,0.34202,0.69444,0.35081,0.72199,0.31377,0.73036,0.43661,0.74139,0.43944,0.74727,0.40475,0.74769,0.35483,0.72209,0.32442,0.71835,0.33,0.71467,0.34528,0.71767,0.33988,0.72796,0.32216,0.74572,0.32886,0.74514,0.31847,0.73159,0.28249,0.73563,0.2787,0.74259,0.33226,0.7426,0.32705,0.72437,0.32711,0.73177,0.34568,0.71531,0.35077,0.69689,0.40816,0.68384,0.44664,0.70263,0.45099,0.71065,0.42363,0.69318,0.37346,0.7152,0.33735,0.72386,0.30367,0.7107,0.31217,0.68842,0.36778,0.67381,0.38651,0.66454,0.41566,0.65988,0.42274,0.66535,0.41823,0.66148,0.40897,9
0.77932,0.32602,0.77346,0.31875,0.76485,0.31446,0.76835,0.31762,0.7742,0.33334,0.76745,0.33544,0.75291,0.33121,0.74186,0.34295,0.74414,0.34615,0.73459,0.34505,0.73031,0.35179,0.75001,0.36393,0.77371,0.32908,0.77706,0.44788,0.79311,0.45352,0.79738,0.42261,0.79862,0.36128,0.78164,0.33778,0.78553,0.35333,0.78133,0.36807,0.78101,0.35621,0.79093,0.33893,0.81418,0.35234,0.80825,0.33758,0.79335,0.2966,0.79769,0.29782,0.80182,0.35806,0.79726,0.34591,0.78359,0.34891,0.8,0.37655,0.78468,0.38769,0.76372,0.4344,0.75644,0.47472,0.77697,0.47899,0.78241,0.45245,0.76818,0.40123,0.78586,0.36747,0.78871,0.33246,0.77359,0.33333,0.75368,0.39513,0.74034,0.42025,0.72611,0.43976,0.7169,0.44024,0.71881,0.43163,0.72179,0.43536,9
0.67586,0.43574,0.67506,0.43438,0.68037,0.44025,0.68119,0.44026,0.67511,0.44127,0.67442,0.4462,0.67832,0.44905,0.66512,0.45513,0.65728,0.45513,0.66113,0.46007,0.66587,0.46906,0.66899,0.47213,0.70044,0.41326,0.72186,0.54366,0.72199,0.54366,0.72113,0.51786,0.73611,0.48064,0.71712,0.46488,0.70543,0.46667,0.70666,0.47883,0.71767,0.47713,0.72292,0.46309,0.73838,0.4698,0.74514,0.45223,0.73634,0.40396,0.73792,0.39617,0.74259,0.4742,0.74487,0.45912,0.72665,0.45794,0.73412,0.48148,0.72009,0.48923,0.70406,0.53644,0.69555,0.57023,0.70504,0.56863,0.70833,0.54179,0.7,0.50925,0.72163,0.46687,0.72386,0.41623,0.71279,0.42592,0.69684,0.5076,0.67597,0.52147,0.6603,0.54217,0.66395,0.54811,0.66733,0.53083,0.66537,0.52506,9
0.54713,0.46395,0.55149,0.4625,0.55023,0.46856,0.54817,0.47171,0.54378,0.47937,0.53953,0.48101,0.53846,0.48408,0.52791,0.49038,0.52348,0.49038,0.52132,0.49841,0.52268,0.50489,0.53705,0.5082,0.56897,0.44133,0.58811,0.57465,0.59483,0.58591,0.59913,0.56547,0.6088,0.53547,0.58312,0.50167,0.55557,0.50001,0.53334,0.51792,0.54618,0.51635,0.57179,0.50671,0.58925,0.4933,0.58495,0.46497,0.5772,0.41808,0.57701,0.41531,0.57631,0.50001,0.58314,0.49371,0.57402,0.48599,0.56235,0.46913,0.5287,0.49846,0.51551,0.5481,0.50586,0.58989,0.51319,0.59104,0.5324,0.54467,0.51363,0.53395,0.53319,0.48795,0.54812,0.42932,0.54507,0.44445,0.53052,0.5228,0.50643,0.5092,0.49681,0.53012,0.49491,0.57435,0.50496,0.53619,0.50583,0.54354,9
0.74713,0.33542,0.75057,0.33437,0.74887,0.33333,0.74771,0.33962,0.74655,0.33969,0.74419,0.34177,0.74126,0.34713,0.73489,0.35256,0.7277,0.35256,0.72512,0.35464,0.72554,0.36482,0.7338,0.37049,0.75647,0.33163,0.77283,0.45915,0.78234,0.45915,0.78213,0.4256,0.79862,0.37742,0.78908,0.35451,0.7597,0.32668,0.744,0.34853,0.77045,0.35294,0.79596,0.33557,0.81173,0.33221,0.80097,0.30573,0.78384,0.27402,0.79311,0.2787,0.80638,0.33226,0.82004,0.33019,0.79498,0.31777,0.78117,0.32716,0.77751,0.35692,0.79236,0.41691,0.78689,0.45226,0.78177,0.43418,0.77546,0.40634,0.775,0.37655,0.79443,0.33735,0.79917,0.3089,0.78407,0.31217,0.75158,0.35562,0.72961,0.38037,0.74097,0.41868,0.75357,0.42857,0.7505,0.41287,0.72957,0.3905,9
0.76552,0.44514,0.76888,0.44063,0.76028,0.44654,0.72707,0.4434,0.70277,0.44445,0.72326,0.44936,0.73426,0.45223,0.69767,0.44551,0.65492,0.44551,0.66351,0.44409,0.71122,0.45277,0.73148,0.4623,0.71768,0.39795,0.71338,0.52676,0.75431,0.52957,0.79085,0.50595,0.78936,0.45483,0.72953,0.43477,0.71318,0.44333,0.75201,0.45928,0.78101,0.46078,0.75567,0.43959,0.72372,0.44295,0.75243,0.42675,0.79573,0.38418,0.78391,0.37159,0.73804,0.4387,0.73804,0.43081,0.77676,0.43925,0.8,0.45988,0.74641,0.46462,0.69451,0.51894,0.6979,0.55338,0.7482,0.55182,0.75926,0.53026,0.71818,0.48765,0.7152,0.44277,0.74896,0.39791,0.77149,0.4127,0.74105,0.48328,0.68025,0.49386,0.67516,0.52109,0.71487,0.53062,0.72871,0.51474,0.69844,0.50395,9
0.67127,0.63637,0.67506,0.63438,0.67352,0.63837,0.67202,0.64152,0.67051,0.64763,0.66745,0.64874,0.66434,0.64968,0.65582,0.65705,0.65024,0.66026,0.64455,0.66455,0.64201,0.6645,0.65509,0.66229,0.6875,0.55357,0.70276,0.70141,0.7069,0.70422,0.7037,0.6875,0.71528,0.67419,0.69231,0.66555,0.68476,0.66333,0.68267,0.67427,0.6992,0.66667,0.71788,0.63759,0.7335,0.63087,0.73544,0.60828,0.72922,0.55085,0.72874,0.54645,0.72665,0.65484,0.73577,0.64151,0.72892,0.63863,0.73177,0.63889,0.72488,0.63692,0.70884,0.67055,0.70024,0.69663,0.71703,0.70308,0.71528,0.69452,0.71136,0.69136,0.7259,0.64458,0.73013,0.57068,0.72537,0.57143,0.71368,0.65349,0.69742,0.66564,0.69002,0.68374,0.69246,0.69388,0.68714,0.67292,0.68482,0.6781,9
0.73333,0.52351,0.73684,0.52187,0.73516,0.52201,0.73395,0.5283,0.73272,0.53333,0.73023,0.53798,0.7226,0.51592,0.7093,0.49999,0.68779,0.49679,0.66824,0.53355,0.67065,0.51792,0.69907,0.49836,0.71983,0.44898,0.74522,0.62535,0.75216,0.59718,0.77124,0.55059,0.77315,0.50968,0.74193,0.53512,0.72352,0.54334,0.70134,0.51466,0.73614,0.5,0.72796,0.48658,0.74083,0.54363,0.73786,0.50955,0.73871,0.42656,0.74712,0.40984,0.74259,0.5258,0.74487,0.51887,0.73121,0.49222,0.73646,0.49692,0.71531,0.52923,0.70884,0.59183,0.69555,0.58709,0.72183,0.57703,0.72222,0.57061,0.72272,0.57716,0.73233,0.51205,0.73013,0.43979,0.72746,0.45767,0.71368,0.56839,0.68454,0.57055,0.68152,0.56627,0.68432,0.58018,0.69109,0.58981,0.68288,0.57784,9
