@relation 'Credit Approval.arff'

@attribute att01 {a,b}
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 {u,y,l,t}
@attribute att41 {c,d,cc,i,j,k,m,r,q,w,x,e,aa,ff}
@attribute att51 {v,h,bb,j,n,z,dd,ff,o}
@attribute att61 numeric
@attribute att71 {t,f}
@attribute att81 {t,f}
@attribute att91 numeric
@attribute att101 {t,f}
@attribute att111 {g,p,s}
@attribute att121 numeric
@attribute att131 numeric
@attribute class {S,N}

@data
b,0.15038,0.42857,u,c,v,0.07316,f,f,0,f,s,0.04,0,N
b,0.12406,0.27982,y,i,bb,0.00579,f,f,0,t,g,0.09802,0,N
b,0.33579,0.09071,u,ff,ff,0,f,f,0,f,g,0,0.01,N
b,0.23308,0.46429,u,d,h,0.01754,f,f,0,f,g,0.114,0,N
a,0.08767,0.02375,u,w,v,0.05842,f,f,0,f,g,0.11,0.00005,N
a,0.13789,0.04464,u,q,v,0.00877,f,f,0,t,g,0.06,0.00809,N
a,0.20301,0.01036,u,m,h,0.00439,f,t,0.01493,t,g,0.136,0.00108,N
a,0.37594,0.05357,u,ff,ff,0,f,f,0,f,g,0.038,0,N
b,0.28075,0.07732,y,k,ff,0,f,f,0,f,g,0.06,0,N
a,0.15038,0.02536,u,w,v,0.00877,f,t,0.01493,t,g,0.12,0.00004,N
b,0.06647,0.08786,u,c,n,0.03368,f,t,0.02985,t,g,0.08,0.00587,N
b,0.40857,0.01786,y,m,v,0.01754,f,f,0,t,g,0.065,0,N
b,0.08647,0.34232,u,aa,v,0.02772,f,f,0,f,g,0.04,0.0035,N
b,0.22301,0.12946,u,aa,v,0.00877,f,f,0,t,g,0.05,0,N
b,0.32827,0.02679,u,k,v,0.05263,f,f,0,t,g,0.1155,0,N
b,0.30707,0.09821,u,i,bb,0.08772,f,f,0,t,g,0.116,0.002,N
b,0.29203,0.08036,y,cc,v,0.12281,f,f,0,t,g,0.1,0.00141,N
b,0.26812,0.02679,y,aa,v,0.12281,f,f,0,t,g,0.16,0,N
a,0.58271,0.25,u,aa,h,0.10526,f,f,0,f,g,0,0,N
b,0.33714,0.015,y,w,v,0.01018,f,f,0,t,g,0.1545,0.00002,N
b,0.35459,0.09518,u,cc,v,0.00579,f,f,0,t,g,0,0.00501,N
a,0.10647,0.30357,u,c,v,0.00579,f,f,0,f,g,0,0.00351,N
b,0.15534,0.32143,u,aa,v,0.00877,f,f,0,t,g,0,0,N
b,0.17789,0.01196,u,k,h,0.12281,f,f,0,t,g,0.17,0,N
a,0.32211,0.13393,u,ff,ff,0,f,t,0.08955,f,g,0,0.002,N
b,0.51624,0.13393,u,i,bb,0.03509,f,f,0,f,g,0.05,0.00002,N
a,0.03128,0.27232,u,q,v,0.00439,f,t,0.01493,t,g,0,0.0016,N
a,0.13158,0.01482,u,i,v,0.01175,f,f,0,t,s,0.072,0,N
b,0.11654,0.41071,u,i,v,0.01754,t,f,0,t,g,0.05,0.00068,N
a,0.14782,0.02964,u,q,v,0.01456,f,t,0.01493,t,g,0.1,0.00011,N
a,0.11023,0.17857,y,ff,ff,0,f,f,0,f,g,0,0,N
b,0.17925,0.11607,u,c,h,0.08035,f,t,0.01493,t,g,0.208,0.00021,N
a,0.3785,0.05946,u,aa,v,0.00877,f,f,0,f,g,0,0.0039,N
a,0.03008,0.01339,u,c,v,0.03509,f,f,0,f,g,0.06,0.00018,N
a,0.22301,0.13393,u,c,v,0.00877,f,t,0.01493,t,g,0.02,0.00154,N
b,0.12782,0.32143,u,aa,v,0.00298,f,f,0,f,g,0,0,N
b,0.2418,0.125,u,c,v,0.00579,f,f,0,f,g,0.108,0,N
a,0.14662,0.05357,u,w,v,0.0307,f,f,0,t,g,0.08,0,N
b,0.27564,0.14286,y,cc,v,0.05263,f,f,0,t,g,0.06,0,N
b,0.2606,0.05357,y,w,v,0.0014,f,f,0,f,s,0.08,0,N
b,0.27188,0.00143,y,m,v,0.0014,f,f,0,f,g,0,0,N
a,0.1203,0.41964,u,c,v,0.00877,f,f,0,t,g,0.09,0,N
a,0.06271,0.01929,u,c,v,0.0614,f,t,0.01493,t,g,0.04,0.00005,N
b,0.24932,0.01786,u,d,h,0.00298,f,f,0,t,s,0.126,0,N
b,0.57263,0.07286,y,ff,ff,0.05263,f,f,0,f,g,0.06,0.00001,N
b,0.50256,0.20839,u,w,v,0.19298,f,f,0,f,g,0.2325,0.0015,N
b,0.18165,0.45839,u,cc,v,0.01754,f,f,0,f,g,0,0.00002,N
a,0.54887,0.02982,u,aa,v,0.01754,f,f,0,t,g,0.12,0.00117,N
b,0.23684,0.07143,y,e,h,0.07018,f,f,0,f,g,0.128,0.00017,N
a,0.35459,0.08929,u,i,h,0.00737,f,f,0,f,g,0.13,0.00246,N
a,0.4185,0.03714,u,aa,v,0.02333,f,f,0,f,g,0.12,0.00237,N
a,0.25308,0.38089,u,q,h,0.00298,f,t,0.1791,t,g,0.0645,0.00003,N
b,0.08526,0.25893,u,m,v,0.0014,f,t,0.01493,f,g,0.05,0.00001,N
a,0.06271,0.36464,u,ff,ff,0,f,f,0,f,g,0,0.0005,N
a,0.09519,0.04464,u,c,v,0,f,f,0,f,g,0,0,N
b,0.08647,0.01036,u,k,v,0.01018,f,f,0,f,g,0.14,0.00364,N
b,0.21173,0.03571,y,d,h,0.10526,f,f,0,f,g,0.088,0.00537,N
b,0.05008,0.1175,u,i,v,0.01175,f,f,0,t,g,0.07,0.00002,N
b,0.3409,0.02679,y,d,v,0.02053,f,f,0,f,g,0.12,0.00003,N
b,0.40346,0.1175,u,m,v,0.12281,f,f,0,t,s,0.2,0,N
b,0.11023,0.36018,y,e,h,0.04386,f,f,0,f,g,0.13,0,N
a,0.13414,0.02679,u,c,v,0.07018,f,t,0.02985,t,g,0.1,0.00394,N
a,0.17293,0.48214,y,ff,ff,0.07018,f,t,0.01493,t,g,0.1,0.00001,N
b,0.06271,0.00732,u,aa,v,0.0014,f,f,0,f,g,0.14,0.0075,N
b,0.31955,0.12054,u,c,h,0.29088,f,f,0,t,g,0,0,N
