@relation 'Statlog Australian Credit Approval.arff'

@attribute att01 {0,1}
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 {1,2,3}
@attribute att41 {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute att51 {1,2,3,4,5,6,7,8,9}
@attribute att61 numeric
@attribute att71 {0,1}
@attribute att81 {0,1}
@attribute att91 numeric
@attribute att101 {0,1}
@attribute att111 {1,2,3}
@attribute att121 numeric
@attribute att131 numeric
@attribute class {0,1}

@data
1,0.27444,0.0625,1,10,8,0.0014,1,0,0,1,2,0.1965,0,1
1,0.51624,0.13393,2,3,5,0.03509,0,0,0,0,2,0.05,0.00002,0
0,0.2206,0.125,2,9,4,0.0293,1,0,0,0,1,0.14,0,1
1,0.17549,0.01929,2,9,4,0.00579,0,1,0.01493,0,2,0.136,0.00444,0
1,0.07263,0.3675,2,1,1,0.01456,0,0,0,0,2,0.04,0,0
1,0.1191,0.04161,1,4,4,0.08772,1,1,0.01493,0,2,0.09,0.0002,0
1,0.16286,0.04464,2,8,4,0.00877,0,0,0,0,2,0.055,0,0
1,0.0388,0.14589,2,3,8,0.01456,0,0,0,1,2,0.06,0,0
1,0.19549,0.07143,2,2,4,0.02632,0,0,0,1,2,0.04,0,0
1,0.51759,0.125,2,6,4,0.12281,1,0,0,0,1,0.115,0,1
1,0.14662,0.09821,2,1,1,0.15789,0,0,0,0,2,0.08,0.00025,0
0,0.40977,0.07286,1,11,8,0.00439,1,1,0.34328,1,2,0.2275,0.01236,1
1,0.32211,0.89732,2,14,8,0.05702,1,1,0.01493,1,2,0.2575,0.005,1
1,0.15038,0.42857,2,8,4,0.07316,0,0,0,0,1,0.04,0,0
1,0.07398,0.17857,2,11,4,0.01316,1,1,0.02985,0,2,0,0.00038,0
1,0.24932,0.01786,2,2,8,0.00298,0,0,0,1,1,0.126,0,0
0,0.09023,0.02679,2,8,4,0.02789,1,1,0.07463,1,2,0.07,0.00005,0
1,0.18677,0.02982,2,13,4,0.04088,0,0,0,0,2,0.05,0,0
1,0.22556,0.05357,1,8,4,0.05263,1,0,0,1,2,0,0.00225,0
1,0.22436,0.33339,2,11,8,0.19877,1,1,0.08955,0,2,0.1905,0.00168,1
1,0.18421,0.03571,2,11,4,0.0614,1,0,0,1,2,0.14,0,1
1,0.14662,0.11304,1,4,4,0.01456,0,1,0.01493,1,2,0.14,0.0008,0
1,0.18917,0.46429,2,10,2,0,0,0,0,1,2,0.07,0.0111,0
1,0.61023,0.24107,2,8,8,0.09211,1,1,0.16418,1,2,0,0.00284,1
1,0.26797,0.01339,2,2,4,0.0307,1,0,0,1,1,0.464,0,0
0,0.17293,0.44643,2,2,4,0.03509,0,0,0,1,2,0.09,0.01062,0
1,0.29203,0.11304,1,14,4,0.11105,1,1,0.04478,1,2,0.19,0,1
1,0.38722,0.05804,2,8,4,0.05263,0,0,0,0,2,0,0.00316,0
0,0.05895,0,1,5,1,0,0,0,0,0,2,0.043,0,0
1,0.15293,0.02375,2,8,4,0.00579,0,0,0,0,2,0.05,0,1
1,0.19429,0.09679,1,13,4,0.18421,1,1,0.01493,0,2,0.1055,0,1
0,0.13158,0.01482,2,3,4,0.01175,0,0,0,1,1,0.072,0,0
1,0.39353,0.01929,1,6,4,0.01754,1,1,0.04478,0,2,0.1,0.01,1
0,0.18541,0.30946,2,6,4,0.04965,1,0,0,0,2,0.08,0.0015,1
1,0.09398,0,2,2,4,0.01754,0,0,0,0,2,0.072,0,0
1,0.26797,0.14286,1,3,4,0.00298,0,0,0,1,2,0.2055,0,0
1,0.19549,0.16071,1,8,5,0.08772,0,0,0,0,2,0.1,0.0121,0
0,0.16797,0.04464,2,1,1,0,1,0,0,0,2,0.04,0,0
0,0.2782,0.05357,2,8,4,0.00877,0,0,0,1,2,0.186,0.00122,0
1,0.05895,0.15929,2,8,4,0.00877,0,0,0,0,1,0.04,0,0
0,0.3609,0.19643,2,11,4,0.00439,1,0,0,1,2,0.114,0,1
1,0.13414,0.09071,1,8,8,0.0907,1,0,0,0,2,0,0,1
0,0.06271,0.36464,2,1,1,0,0,0,0,0,2,0,0.0005,0
1,0.16045,0.44054,2,11,8,0.05561,1,0,0,1,2,0.06,0,1
0,0.18045,0.01786,2,8,8,0.0307,1,0,0,1,2,0.2455,0,1
1,0.18677,0.44643,1,4,8,0.04386,0,0,0,1,2,0,0.00017,0
0,0.13534,0.22018,2,6,4,0.00579,0,0,0,0,2,0.11,0.01,0
1,0.1391,0.02679,2,7,4,0.01754,1,0,0,1,1,0.16,0,0
1,0.17925,0.01036,1,8,4,0.05263,0,0,0,1,2,0.08,0,0
1,0.52376,0.00732,1,4,4,0.00877,1,1,0.16418,0,2,0.19,0.02732,1
1,0.11158,0,2,8,4,0.01754,0,0,0,1,1,0,0,0
1,0.32331,0.58929,1,8,4,0.14035,1,0,0,0,2,0.04,0,0
0,0.13789,0.41375,2,13,4,0.0014,1,0,0,0,2,0.04,0.01349,1
0,0.51759,0.04768,2,3,7,0.01175,0,0,0,0,2,0,0.0012,0
1,0.43985,0.01036,1,13,8,0.0614,1,1,0.1194,0,2,0.05,0.00375,1
1,0.26797,0.375,2,14,4,0.22807,1,0,0,0,2,0,0,1
1,0.10406,0.01482,2,8,4,0.00439,0,0,0,0,2,0,0.00044,0
0,0.07639,0.34071,2,6,4,0.00298,1,0,0,0,2,0.05,0,1
0,0.20556,0.51786,2,14,8,0.10825,1,1,0.01493,0,2,0.06,0.00011,1
1,0.40977,0.00143,2,10,4,0.0014,0,1,0.01493,0,1,0.28,0,1
