@relation 'Statlog German Credit Data.arff'

@attribute att01 {A11,A12,A13,A14}
@attribute att11 numeric
@attribute att21 {A30,A31,A32,A33,A34}
@attribute att31 {A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A410}
@attribute att41 numeric
@attribute att51 {A61,A62,A63,A64,A65}
@attribute att61 {A71,A72,A73,A74,A75}
@attribute att71 numeric
@attribute att81 {A91,A92,A93,A94,A95}
@attribute att91 {A101,A102,A103}
@attribute att101 numeric
@attribute att111 {A121,A122,A123,A124}
@attribute att121 numeric
@attribute att131 {A141,A142,A143}
@attribute att141 {A151,A152,A153}
@attribute att151 numeric
@attribute att161 {A171,A172,A173,A174}
@attribute att171 numeric
@attribute att181 {A191,A192}
@attribute att191 {A201,A202}
@attribute class {1,2}

@data
A11,0.47059,A34,A42,0.11544,A61,A73,0.66667,A94,A101,0.33333,A122,0.48214,A143,A152,0.33333,A173,0,A192,A201,1
A12,0.11765,A32,A40,0.05354,A61,A75,0,A91,A101,0,A121,0.48214,A143,A151,0.33333,A173,0,A191,A201,2
A14,0.29412,A34,A43,0.06966,A64,A73,1,A92,A101,0,A121,0.42857,A143,A152,0.33333,A172,0,A191,A201,1
A14,0.20588,A32,A43,0.06729,A61,A72,0.66667,A94,A101,1,A121,0.35714,A143,A152,0,A173,0,A192,A201,1
A12,0.20588,A34,A49,0.09007,A65,A73,1,A94,A101,1,A121,0.16071,A141,A152,0.33333,A173,0,A191,A201,1
A14,0.29412,A33,A49,0.46209,A61,A72,0.33333,A93,A101,0.33333,A123,0.14286,A141,A152,0.33333,A173,0,A192,A201,2
A14,0.14706,A33,A40,0.03037,A61,A73,1,A93,A101,0.33333,A123,0.14286,A143,A152,0.33333,A172,0,A191,A201,1
A12,0.20588,A33,A40,0.14576,A65,A75,1,A93,A101,1,A123,0.42857,A143,A152,0,A173,1,A191,A201,1
A12,0.29412,A32,A43,0.09844,A61,A72,0,A94,A101,0,A122,0.05357,A143,A152,0,A173,0,A192,A201,2
A14,0.29412,A34,A41,0.10713,A65,A74,1,A93,A101,1,A123,0.42857,A143,A152,0.33333,A173,1,A192,A201,1
A11,0.16176,A32,A43,0.04418,A61,A72,1,A94,A101,0.33333,A121,0.14286,A143,A152,0,A173,0,A191,A202,1
A14,0.29412,A32,A43,0.16425,A63,A75,0.66667,A91,A101,0.33333,A123,0.125,A143,A152,0,A174,0,A192,A201,1
A13,0.11765,A34,A40,0.03791,A63,A74,1,A94,A101,0.33333,A121,0.16071,A143,A152,0.66667,A173,0,A192,A201,2
A12,0.29412,A32,A43,0.09448,A61,A75,1,A92,A101,1,A123,0.01786,A143,A152,0,A173,0,A192,A201,1
A14,0.42647,A34,A41,0.38533,A61,A74,0.66667,A93,A101,0.33333,A123,0.28571,A143,A152,0.33333,A174,0,A192,A201,1
A14,0.11765,A34,A49,0.11236,A61,A71,1,A93,A101,0.33333,A123,0.41071,A142,A152,0.33333,A174,0,A192,A201,2
A14,0.08824,A32,A40,0.07412,A63,A73,0.66667,A93,A101,0.33333,A124,0.375,A143,A151,0,A172,1,A191,A202,1
A11,0.29412,A32,A40,0.06223,A65,A73,1,A92,A101,0.33333,A122,0.28571,A143,A152,0,A173,0,A191,A201,2
A14,0.47059,A34,A41,0.30769,A61,A75,0.33333,A93,A101,0.33333,A122,0.28571,A143,A152,0.33333,A173,1,A192,A201,1
A11,0.11765,A32,A40,0.12815,A61,A72,1,A93,A101,0,A121,0.25,A143,A152,0,A172,1,A191,A201,2
A11,0.20588,A33,A46,0.45235,A65,A73,0,A92,A101,0.33333,A123,0.07143,A143,A151,0.33333,A173,0,A192,A201,1
A14,0.25,A32,A40,0.13932,A63,A74,0,A92,A101,0.33333,A123,0.21429,A141,A152,0,A174,0,A191,A201,1
A12,0.20588,A32,A40,0.04358,A65,A73,1,A92,A101,0.33333,A122,0.25,A143,A152,0,A173,0,A191,A201,2
A14,0.16176,A32,A40,0.16155,A64,A74,0.33333,A92,A101,0.66667,A123,0.01786,A143,A151,0,A173,0,A191,A201,1
A12,0.11765,A32,A41,0.09783,A65,A73,1,A93,A101,0.33333,A123,0.19643,A143,A152,0,A173,0,A191,A201,1
A12,0.11765,A34,A40,0.03896,A61,A74,0.33333,A93,A101,0.66667,A121,0.5,A143,A152,0.33333,A172,1,A191,A201,1
A14,0.25,A33,A42,0.07379,A62,A74,1,A93,A101,0.66667,A121,0.26786,A143,A152,0.33333,A174,0,A191,A201,1
A12,0.11765,A32,A42,0.13822,A65,A75,0,A92,A101,0.33333,A122,0.10714,A141,A152,0,A173,0,A192,A201,2
A12,0.20588,A32,A41,0.13915,A61,A73,0,A94,A101,0.66667,A123,0.03571,A143,A151,0,A173,0,A192,A201,1
A14,0.35294,A34,A43,0.13717,A61,A75,1,A93,A101,0.33333,A123,0.17857,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.20588,A34,A43,0.04947,A64,A73,1,A93,A101,0.66667,A121,0.48214,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.07353,A32,A42,0.05849,A61,A75,0,A93,A101,1,A123,0.01786,A143,A152,0,A173,0,A191,A201,1
A11,0.20588,A34,A45,0.05172,A61,A71,0.33333,A92,A101,1,A124,0.64286,A143,A153,0.66667,A171,1,A191,A201,2
A14,0.01471,A32,A49,0.17597,A61,A74,0,A93,A101,1,A121,0.98214,A143,A152,0,A172,0,A191,A201,1
A12,0.29412,A32,A410,0.60955,A61,A73,0.33333,A93,A102,0.66667,A123,0.17857,A141,A152,0.33333,A174,0,A192,A201,2
A11,0.02941,A34,A42,0.08925,A61,A71,1,A93,A101,1,A124,0.30357,A143,A153,0.66667,A174,0,A192,A201,1
A14,0.29412,A34,A45,0.09948,A61,A73,1,A91,A101,0.33333,A121,0.25,A143,A152,0.33333,A173,0,A192,A201,1
A11,0.07353,A32,A42,0.10377,A61,A73,0.66667,A93,A101,0.33333,A121,0.10714,A143,A152,0,A173,0,A191,A201,1
A12,0.11765,A32,A43,0.0679,A65,A73,0.33333,A94,A101,0,A121,0.10714,A143,A152,0,A173,0,A192,A201,2
A14,0.02941,A32,A45,0.02256,A63,A74,0.33333,A94,A101,1,A121,0.07143,A143,A151,0,A172,0,A191,A201,1
A14,0.29412,A34,A40,0.05706,A64,A75,1,A92,A101,1,A121,0.32143,A143,A152,0.33333,A173,0,A192,A201,1
A11,0.55882,A34,A45,0.17299,A61,A71,1,A93,A102,1,A123,0.82143,A143,A152,0.33333,A171,0,A191,A201,1
A13,0.11765,A31,A49,0.01975,A61,A72,1,A92,A101,0,A121,0.125,A143,A152,0,A171,0,A191,A201,2
A14,0.11765,A32,A40,0.08991,A61,A75,1,A93,A101,1,A123,0.35714,A143,A152,0,A174,0,A192,A201,1
A11,0.11765,A32,A42,0.07538,A61,A73,0.33333,A92,A102,0.66667,A122,0.19643,A143,A152,0,A173,0,A191,A201,1
A12,0.23529,A33,A410,0.1309,A61,A73,0.33333,A93,A101,0.66667,A123,0.17857,A141,A152,0.33333,A173,0,A192,A201,1
A14,0.11765,A32,A46,0.02581,A61,A75,1,A93,A101,1,A123,0.39286,A141,A152,0,A172,1,A191,A201,2
A12,0.64706,A34,A42,0.26664,A61,A73,0.33333,A92,A101,0.66667,A123,0.19643,A143,A152,0,A174,0,A192,A201,2
A14,0.07353,A34,A46,0.05469,A65,A75,1,A92,A101,1,A122,0.39286,A143,A151,0.33333,A172,0,A191,A201,1
A11,0.47059,A32,A40,0.0876,A61,A72,1,A92,A101,1,A123,0.26786,A143,A152,0,A173,0,A192,A201,2
A12,0.04412,A32,A43,0.12799,A61,A73,0.33333,A93,A103,0.33333,A121,0.28571,A143,A152,0,A173,0,A191,A201,1
A13,0.11765,A32,A42,0.0646,A65,A75,0.66667,A92,A101,1,A121,0.64286,A143,A152,0,A174,0,A192,A201,1
A12,0.16176,A33,A45,0.06944,A64,A73,0.66667,A94,A101,0.66667,A122,0.75,A142,A152,0.33333,A173,0,A191,A201,2
A14,0.47059,A34,A41,0.59448,A65,A73,1,A93,A101,0.33333,A123,0.19643,A143,A152,0,A174,0,A192,A201,1
A14,0.02941,A32,A43,0.01475,A61,A73,0.66667,A92,A101,0,A121,0.17857,A143,A152,0,A173,0,A191,A201,1
A14,0.11765,A30,A42,0.13805,A61,A75,0.33333,A93,A101,1,A122,0.26786,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.29412,A32,A41,0.13316,A61,A75,1,A93,A101,1,A123,0.28571,A143,A152,0,A174,0,A192,A201,1
A11,0.29412,A32,A40,0.25129,A61,A74,0.33333,A93,A102,0.66667,A122,0.21429,A143,A152,0,A173,0,A192,A201,2
A14,0.29412,A32,A41,0.13365,A61,A72,1,A92,A101,0,A124,0.17857,A143,A152,0,A174,0,A192,A201,1
A11,0.10294,A34,A40,0.20111,A61,A73,0.33333,A93,A101,0.33333,A121,0.30357,A143,A151,0.33333,A173,1,A191,A201,1
A11,0.11765,A32,A41,0.17255,A61,A75,0.66667,A93,A101,1,A124,0.28571,A143,A153,0,A173,0,A192,A201,2
A11,0.02941,A32,A44,0.00512,A61,A72,1,A92,A101,0,A121,0.14286,A143,A152,0,A173,0,A191,A201,1
A14,0.20588,A32,A43,0.23902,A61,A72,0.66667,A93,A101,0.33333,A123,0.23214,A143,A152,0,A173,0,A192,A201,1
A11,0.47059,A32,A42,0.18543,A61,A73,0,A93,A103,0.33333,A122,0.32143,A143,A152,0,A173,1,A191,A201,1
A11,0.16176,A32,A40,0.08094,A61,A72,0.33333,A93,A101,0.66667,A121,0.30357,A143,A152,0,A173,0,A191,A201,1
A12,0.11765,A32,A42,0.15225,A61,A72,0.66667,A92,A101,0,A121,0.26786,A143,A151,0,A174,0,A191,A201,1
A12,0.11765,A32,A48,0.02773,A65,A75,1,A93,A101,1,A122,0.33929,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.20588,A32,A49,0.09354,A61,A74,1,A93,A101,0,A123,0.26786,A142,A152,0.33333,A173,0,A192,A201,1
A11,0.29412,A32,A41,0.14713,A61,A73,0.66667,A93,A103,1,A124,0.78571,A141,A152,0,A173,1,A192,A201,1
A11,0.29412,A33,A43,0.07753,A61,A72,1,A92,A101,0.33333,A123,0.17857,A143,A151,0,A172,0,A192,A201,2
A14,0.64706,A33,A43,0.38451,A65,A75,0.66667,A93,A101,0.66667,A123,0.23214,A141,A152,0.33333,A173,1,A191,A201,1
A14,0.42647,A33,A49,0.13833,A61,A73,0.33333,A92,A101,0.33333,A123,0.125,A143,A152,0.33333,A173,0,A192,A201,1
A14,0.29412,A33,A41,0.2437,A61,A74,0.66667,A93,A101,0.66667,A123,0.28571,A143,A152,0.33333,A172,0,A192,A201,1
A12,0.29412,A32,A43,0.15638,A62,A72,0.66667,A94,A101,0.33333,A123,0.05357,A143,A151,0,A173,0,A192,A201,2
A11,0.02941,A32,A46,0.01089,A61,A72,1,A92,A101,1,A122,0.07143,A143,A152,0,A173,0,A191,A201,2
A11,0.07353,A32,A40,0.02223,A61,A73,1,A93,A101,0.66667,A123,0.16071,A143,A152,0,A172,0,A191,A201,2
A14,0.02941,A32,A48,0.05436,A65,A71,1,A93,A101,1,A122,0.30357,A143,A152,0,A174,1,A192,A201,1
A12,0.20588,A34,A43,0.05475,A61,A73,1,A94,A101,0.33333,A123,0.25,A143,A152,0,A173,0,A191,A201,2
A11,0.20588,A30,A42,0.15759,A61,A72,0,A92,A101,1,A122,0.125,A143,A151,0,A173,0,A191,A201,2
A14,0.51471,A32,A41,0.1276,A63,A73,1,A93,A101,1,A123,0.08929,A143,A152,0,A173,0,A191,A201,1
A13,0.29412,A32,A43,0.26973,A61,A74,1,A93,A101,0.33333,A123,0.10714,A141,A152,0,A173,0,A191,A201,1
A12,0.11765,A32,A49,0.0433,A62,A74,0.66667,A93,A101,1,A121,0.35714,A143,A152,0,A172,0,A191,A201,1
A11,0.16176,A34,A42,0.06757,A61,A75,1,A93,A101,1,A123,0.44643,A143,A152,0.33333,A173,1,A192,A201,1
A12,0.11765,A34,A43,0.18284,A61,A73,0,A92,A101,0,A121,0.07143,A143,A152,0,A172,0,A191,A201,1
A12,0.29412,A32,A40,0.05233,A61,A72,1,A93,A101,0,A122,0.125,A143,A152,0,A173,0,A191,A201,1
A11,0.38235,A32,A42,0.18554,A64,A75,1,A92,A101,1,A122,0.67857,A143,A151,0.33333,A173,0,A192,A201,1
A14,0.16176,A33,A42,0.03907,A64,A74,0.66667,A92,A101,0.33333,A122,0.19643,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.11765,A34,A40,0.05024,A63,A73,1,A93,A101,1,A121,0.44643,A143,A152,0,A173,0,A192,A201,1
A12,0.02941,A33,A40,0.05277,A61,A71,1,A93,A101,1,A122,0.5,A143,A152,0,A174,0,A192,A201,2
A14,0.11765,A32,A43,0.15555,A61,A73,0.33333,A93,A101,1,A123,0.58929,A143,A152,0,A173,0,A192,A201,1
A14,0.29412,A32,A40,0.19297,A61,A75,1,A92,A102,1,A124,0.76786,A143,A153,0,A173,0,A192,A201,1
A14,0.08824,A32,A40,0.06427,A62,A73,0.66667,A93,A101,0.33333,A121,0.28571,A143,A151,0,A172,0,A191,A202,1
A14,0.02941,A32,A40,0.17982,A61,A73,0.33333,A93,A103,0.66667,A122,0.125,A143,A151,0,A173,0,A191,A201,1
A14,0.11765,A34,A43,0.09266,A61,A75,0.33333,A93,A101,0.33333,A124,0.125,A143,A152,0.33333,A173,0,A191,A201,1
A12,0.33824,A30,A49,0.44393,A61,A75,0.33333,A92,A101,1,A124,0.41071,A143,A153,0.33333,A174,0,A192,A201,2
A14,0.02941,A34,A43,0.05431,A62,A73,0,A92,A101,0,A122,0.14286,A143,A152,0.33333,A173,0,A191,A201,1
A12,0.02941,A32,A43,0.00649,A65,A75,1,A93,A101,1,A122,0.33929,A143,A152,0,A173,0,A191,A201,1
A11,0.11765,A34,A40,0.103,A61,A73,0.66667,A93,A101,0.33333,A121,0.35714,A143,A151,0.33333,A172,1,A191,A202,1
A11,0.29412,A32,A42,0.15109,A65,A73,0.33333,A94,A101,1,A123,0.01786,A143,A152,0,A173,0,A191,A201,2
A12,0.47059,A32,A42,0.48333,A62,A72,1,A93,A102,0,A124,0.17857,A143,A151,0,A174,0,A192,A201,2
A14,0.29412,A34,A42,0.07346,A61,A74,1,A93,A101,0.66667,A122,0.375,A143,A152,0.33333,A173,0,A191,A201,1
A12,0.20588,A32,A43,0.05783,A61,A75,1,A94,A103,0.33333,A121,0.23214,A143,A152,0,A172,0,A191,A201,1
A13,0.02941,A34,A40,0.05904,A62,A75,0.33333,A91,A101,1,A123,0.16071,A143,A152,0.33333,A173,1,A192,A201,1
A11,0.29412,A32,A40,0.15808,A61,A72,1,A92,A101,0,A122,0.14286,A143,A152,0,A173,0,A191,A201,2
A11,0.47059,A32,A41,0.28849,A61,A75,0.33333,A93,A101,1,A124,0.41071,A143,A153,0,A173,1,A191,A201,1
A13,0.07353,A32,A43,0.0482,A62,A75,0.33333,A91,A101,1,A121,0.53571,A143,A152,0,A173,0,A191,A201,1
A12,0.29412,A34,A43,0.05315,A62,A72,1,A93,A101,1,A124,0.33929,A141,A152,0.33333,A173,1,A191,A201,2
A11,0.29412,A32,A40,0.05266,A61,A72,1,A92,A101,1,A122,0.08929,A143,A151,0,A173,0,A191,A201,2
A14,0.08824,A32,A40,0.05827,A65,A73,1,A93,A103,1,A122,0.14286,A143,A152,0,A172,0,A191,A201,2
A13,0.16176,A34,A41,0.1161,A63,A73,0.33333,A93,A101,0.33333,A123,0.30357,A143,A152,0,A173,0,A192,A201,1
A12,0.16176,A31,A40,0.36316,A62,A71,0,A93,A101,0.33333,A122,0.26786,A143,A152,0,A174,1,A192,A201,2
A14,0.29412,A32,A43,0.06399,A61,A73,1,A94,A101,0.33333,A122,0.16071,A143,A152,0,A173,0,A191,A201,1
A14,0.51471,A32,A41,0.45879,A62,A75,1,A93,A101,0.33333,A123,0.46429,A143,A152,0,A174,0,A192,A201,1
A11,0.11765,A32,A40,0.02801,A61,A74,1,A93,A101,0.33333,A121,0.125,A143,A152,0,A173,0,A191,A201,2
A14,0.47059,A32,A41,0.24408,A61,A73,0.33333,A93,A101,0.33333,A124,0.23214,A143,A153,0,A174,0,A192,A201,1
A13,0.16176,A32,A49,0.13409,A61,A74,0.33333,A93,A101,1,A122,0.125,A143,A151,0,A173,0,A192,A201,1
A12,0.11765,A33,A43,0.01843,A61,A73,1,A94,A102,1,A121,0.01786,A143,A151,0.33333,A173,0,A191,A201,1
A14,0.29412,A32,A40,0.11032,A65,A72,1,A93,A101,0,A122,0.625,A143,A152,0,A173,0,A191,A201,1
A11,0.02941,A34,A40,0.01975,A61,A74,1,A92,A101,0.66667,A122,0.32143,A143,A152,0.33333,A173,0,A191,A202,1
A11,0.02941,A34,A40,0.06113,A61,A72,0.33333,A93,A101,1,A121,0.375,A143,A152,0,A172,1,A191,A202,1
A14,0.47059,A34,A42,0.3784,A61,A72,0.33333,A92,A101,1,A122,0.07143,A143,A151,0.33333,A173,0,A192,A201,2
A11,0.02941,A32,A40,0.05244,A62,A75,0.66667,A93,A101,0.33333,A122,0.42857,A143,A152,0,A173,0,A192,A201,1
A14,0.02941,A34,A43,0.02476,A65,A75,1,A93,A101,1,A124,0.30357,A143,A153,0.33333,A173,0,A191,A201,1
A14,0.29412,A34,A45,0.28926,A61,A75,0.66667,A93,A101,1,A124,0.44643,A143,A153,0.33333,A173,0,A191,A201,1
A11,0.20588,A32,A43,0.16177,A61,A73,0.33333,A92,A101,0.33333,A121,0.08929,A143,A152,0,A173,0,A191,A201,2
A11,0.64706,A30,A42,0.37796,A61,A73,0.66667,A93,A101,1,A124,0.60714,A143,A153,0.33333,A173,1,A191,A201,2
A14,0.29412,A32,A41,0.17817,A62,A74,0.66667,A92,A101,1,A123,0.07143,A143,A152,0,A173,0,A191,A201,1
A12,0.20588,A32,A43,0.04749,A61,A73,1,A92,A103,1,A121,0.125,A143,A152,0,A172,1,A191,A201,1
A12,0.32353,A32,A41,0.42456,A61,A72,0.33333,A93,A101,0.66667,A123,0.19643,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.16176,A34,A46,0.07054,A62,A73,1,A92,A101,0.66667,A123,0.21429,A143,A152,0,A173,0,A191,A201,1
A14,0,A34,A43,0.06894,A61,A74,0.33333,A93,A101,0,A121,0.41071,A143,A152,0.33333,A172,1,A191,A201,1
A11,0.47059,A32,A43,0.11291,A61,A73,1,A91,A101,1,A123,0.21429,A143,A151,0,A173,0,A191,A201,2
A11,0.02941,A32,A40,0.02267,A61,A72,0.66667,A93,A101,1,A121,0.39286,A143,A152,0,A172,1,A192,A201,1
A12,0.47059,A32,A46,0.11131,A61,A74,0.66667,A93,A101,0,A123,0.23214,A143,A152,0.33333,A173,1,A191,A201,1
A12,0.16176,A32,A40,0.13101,A62,A73,0.33333,A92,A101,1,A123,0.16071,A143,A151,0.33333,A173,0,A192,A201,2
A14,0.11765,A33,A41,0.06894,A61,A73,1,A94,A101,1,A121,0.39286,A143,A151,0,A173,0,A191,A201,1
A14,0.29412,A32,A43,0.05838,A62,A74,1,A94,A101,0.66667,A122,0.125,A143,A152,0,A173,0,A192,A201,1
A14,0.29412,A32,A43,0.15709,A65,A72,1,A93,A101,0.33333,A123,0.10714,A143,A152,0.33333,A173,0,A191,A201,1
A13,0.25,A34,A46,0.11384,A61,A72,0.33333,A91,A101,0,A123,0.25,A143,A151,0,A173,0,A191,A201,2
A11,0.02941,A32,A40,0.06185,A65,A71,1,A92,A101,0.66667,A122,1,A143,A152,0,A174,0,A192,A201,1
A12,0.20588,A34,A42,0.18499,A61,A75,0.66667,A92,A101,1,A122,0.32143,A143,A152,0,A173,0,A192,A201,1
A11,0.64706,A32,A40,0.41339,A61,A75,1,A93,A101,1,A124,0.41071,A141,A153,0,A174,0,A191,A201,2
A13,0.20588,A32,A42,0.15401,A61,A72,0,A92,A101,0,A122,0.46429,A142,A152,0,A172,0,A191,A201,1
A12,0.11765,A32,A43,0.07065,A61,A72,0,A94,A101,0,A121,0.07143,A143,A151,0,A173,0,A191,A201,2
A14,0.29412,A33,A40,0.09805,A61,A75,1,A93,A101,1,A124,0.73214,A143,A153,0.33333,A173,0,A192,A201,1
A11,0.38235,A32,A42,0.33564,A65,A75,1,A93,A101,1,A122,0.21429,A143,A152,0,A173,0,A191,A201,2
A13,0.20588,A32,A42,0.14383,A61,A73,0.33333,A93,A101,0,A121,0.26786,A143,A152,0,A172,1,A191,A201,2
A14,0.11765,A34,A40,0.0553,A61,A75,1,A93,A101,1,A121,0.75,A143,A152,0.33333,A172,0,A191,A201,1
A11,0.29412,A33,A40,0.05959,A61,A71,1,A93,A101,0.33333,A121,0.42857,A143,A153,0.33333,A173,1,A191,A201,2
A14,0.29412,A34,A40,0.0975,A61,A73,1,A92,A101,1,A123,0.32143,A143,A152,0,A173,0,A192,A201,1
A14,0.29412,A32,A43,0.07164,A61,A74,0.66667,A93,A101,0,A123,0.23214,A141,A152,0,A173,1,A191,A201,1
A11,0.11765,A31,A43,0.02069,A61,A73,1,A92,A101,1,A121,0.08929,A141,A152,0,A172,0,A191,A201,2
A14,0.64706,A34,A41,0.47364,A65,A74,0.33333,A93,A101,0,A124,0.28571,A143,A153,0.33333,A173,0,A192,A201,1
A14,0.11765,A34,A45,0.04105,A65,A74,1,A92,A101,1,A121,0.07143,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.02941,A31,A43,0.08254,A63,A75,0.33333,A93,A101,1,A122,0.46429,A141,A152,0,A172,1,A191,A201,1
A11,0.64706,A32,A43,0.37135,A61,A74,0,A94,A103,0,A121,0.26786,A143,A152,0.33333,A173,0,A192,A201,2
A12,0.11765,A34,A40,0.09602,A62,A72,1,A93,A101,0,A123,0.14286,A143,A152,0,A173,0,A191,A201,1
A12,0.07353,A32,A46,0.05222,A61,A74,1,A92,A101,1,A122,0.85714,A143,A152,0.33333,A174,0,A192,A201,1
A12,0.11765,A32,A43,0.05948,A61,A72,0.33333,A93,A101,0,A123,0.05357,A142,A152,0,A173,0,A191,A201,2
A12,0.20588,A30,A40,0.11159,A62,A72,0.66667,A92,A101,0.66667,A123,0.16071,A143,A152,0.33333,A173,0,A191,A201,2
A14,0.25,A30,A40,0.26153,A65,A73,0,A92,A101,1,A122,0.17857,A141,A152,0.33333,A173,0,A192,A201,2
A11,0.29412,A31,A42,0.18169,A61,A74,0.66667,A93,A101,1,A123,0.14286,A141,A152,0,A173,0,A191,A201,2
A12,0.20588,A34,A42,0.09233,A61,A72,0.33333,A93,A101,0.33333,A121,0.21429,A143,A152,0.33333,A172,0,A191,A201,2
A11,0.29412,A32,A41,0.14933,A65,A75,1,A93,A101,1,A124,0.53571,A141,A153,0,A173,1,A192,A201,1
A11,0.29412,A31,A43,0.07131,A61,A74,1,A93,A103,1,A123,0.08929,A141,A151,0,A172,0,A191,A201,2
A13,0.02941,A33,A43,0.02383,A61,A72,0.33333,A92,A101,0,A122,0.17857,A141,A152,0,A173,0,A191,A201,1
A12,0.47059,A32,A40,0.66793,A65,A73,0,A93,A101,1,A124,0.32143,A143,A153,0,A173,0,A192,A201,2
A12,0.29412,A33,A49,0.24552,A65,A73,1,A93,A101,0.33333,A122,0.32143,A141,A152,0.33333,A174,0,A192,A201,1
A12,0.29412,A33,A43,0.0717,A62,A74,0.66667,A92,A101,0.33333,A122,0.07143,A143,A151,0.33333,A173,0,A192,A201,1
A11,0.11765,A32,A40,0.06174,A61,A74,0.33333,A91,A101,0.66667,A123,0.30357,A143,A152,0,A173,0,A191,A201,2
A14,0.29412,A34,A43,0.1281,A64,A75,0.33333,A93,A101,0.33333,A123,0.26786,A143,A152,0,A173,0,A191,A201,1
A12,0.64706,A32,A43,0.20518,A65,A74,1,A93,A101,0,A123,0.39286,A143,A152,0.33333,A173,1,A192,A201,1
A11,0.64706,A32,A43,0.35809,A61,A73,0.66667,A92,A101,0.33333,A123,0.21429,A143,A152,0,A173,0,A192,A201,2
A11,0.29412,A32,A42,0.16419,A61,A72,1,A92,A101,1,A121,0.07143,A143,A151,0,A172,0,A192,A201,2
A14,0.38235,A34,A43,0.31385,A61,A74,0.66667,A93,A102,0.33333,A123,0.33929,A143,A152,0,A173,0,A191,A201,1
A14,0.29412,A32,A41,0.28519,A65,A71,0.33333,A92,A101,1,A122,0.125,A143,A151,0,A174,0,A192,A201,1
A11,0.16176,A32,A49,0.03059,A61,A73,1,A92,A101,1,A122,0.05357,A143,A152,0,A172,0,A191,A201,1
A12,0.07353,A32,A43,0.04578,A61,A75,1,A93,A101,1,A123,0.14286,A143,A152,0.33333,A172,0,A191,A201,1
A14,0.16176,A34,A42,0.13965,A61,A74,0.33333,A92,A102,0.66667,A123,0.08929,A141,A152,0.33333,A173,0,A191,A201,1
A12,0.11765,A32,A43,0.14746,A61,A74,0.33333,A92,A101,0,A121,0.14286,A143,A152,0,A173,0,A191,A201,1
A14,0.29412,A34,A46,0.09227,A65,A73,0.66667,A92,A101,0.33333,A123,0.25,A143,A152,0.33333,A173,0,A192,A201,1
A12,0.47059,A34,A40,0.14141,A61,A72,1,A91,A101,1,A123,0.14286,A143,A152,0.33333,A173,0,A191,A201,2
A14,0.29412,A32,A48,0.0378,A61,A72,1,A94,A101,0.66667,A123,0.14286,A143,A152,0.33333,A172,0,A191,A201,1
A12,0.20588,A34,A40,0.04435,A61,A75,0.66667,A93,A103,0.66667,A121,0.19643,A141,A152,0.33333,A173,0,A191,A201,2
A12,0.11765,A34,A40,0.15814,A61,A72,0,A93,A101,0.66667,A121,0.53571,A141,A152,0.33333,A172,1,A191,A201,1
A14,0.07353,A32,A42,0.06262,A61,A73,1,A92,A101,0.33333,A121,0.125,A143,A151,0,A173,0,A191,A201,1
A12,0.47059,A32,A45,0.11742,A61,A72,1,A93,A101,0,A124,0.25,A143,A151,0,A172,0,A191,A201,2
A14,0.11765,A32,A40,0.10361,A65,A75,1,A92,A101,1,A124,0.58929,A143,A153,0,A174,0,A192,A201,1
A11,0.20588,A32,A42,0.09844,A61,A73,0,A92,A101,1,A121,0.01786,A141,A151,0,A173,0,A191,A201,2
A11,0.07353,A34,A40,0.14026,A61,A73,0.33333,A93,A101,0.33333,A121,0.30357,A143,A151,0.33333,A173,1,A191,A201,1
A11,0.11765,A32,A42,0.05717,A61,A73,1,A93,A103,0,A122,0.03571,A143,A152,0,A172,0,A191,A201,1
A11,0.20588,A32,A44,0.05321,A61,A73,1,A94,A101,0.66667,A121,0.5,A143,A152,0,A172,0,A192,A201,2
A11,0.11765,A34,A42,0.10983,A61,A75,0.66667,A93,A101,0.66667,A122,0.73214,A143,A152,0.33333,A173,0,A191,A201,2
A11,0.11765,A34,A43,0.00743,A61,A74,1,A92,A101,0.66667,A121,0.69643,A143,A152,1,A172,0,A192,A201,1
A12,0.29412,A33,A40,0.09437,A65,A73,1,A92,A101,1,A123,0.41071,A143,A151,0.33333,A173,0,A192,A201,1
A14,0.25,A32,A49,0.07274,A64,A75,1,A92,A101,1,A121,0.30357,A141,A152,0,A172,0,A191,A201,1
A12,0.29412,A32,A40,0.1358,A61,A73,0.66667,A92,A101,1,A122,0.01786,A143,A151,0,A172,0,A192,A201,2
A11,0.29412,A31,A410,0.06097,A65,A75,1,A93,A101,0.66667,A123,0.375,A142,A152,0,A174,0,A192,A201,2
A12,0.02941,A31,A40,0.03747,A62,A72,0,A92,A101,0,A122,0.23214,A142,A152,0,A172,0,A191,A201,2
A11,0.29412,A32,A40,0.06559,A61,A74,1,A92,A101,1,A123,0.07143,A143,A151,0.33333,A173,0,A191,A201,2
A12,0.29412,A30,A49,0.2196,A61,A73,0,A93,A101,1,A121,0.30357,A143,A152,0.66667,A172,0,A192,A201,2
