@relation 'Connectionist Bench Sonar.arff'

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute class {M,R}

@data
0.12758,0.15602,0.30815,0.18212,0.04616,0.10374,0.37635,0.42271,0.26625,0.2421,0.2623,0.1886,0.25781,0.47138,0.72896,0.77804,0.78303,0.59709,0.38986,0.2302,0.48862,0.75146,0.85122,1,0.84191,0.64721,0.68179,0.57215,0.46956,0.48876,0.4097,0.13345,0.12507,0.03985,0.38294,0.7124,0.76186,0.32505,0.02298,0.28028,0.4447,0.46618,0.31553,0.25767,0.32798,0.25864,0.35494,0.50943,0.68955,0.48242,0.14243,0.12126,0.07273,0.30117,0.05442,0.1359,0.24716,0.12357,0.18457,0.04157,R
0.62021,0.19203,0.12057,0.03447,0.08065,0.1161,0.57008,0.67365,0.409,0.37723,0.34283,0.10404,0.12034,0.43787,0.67269,0.66528,0.69599,0.54618,0.3462,0.221,0.50432,0.76454,0.8562,0.9287,0.93566,0.58663,0.58231,0.67168,0.49746,0.54991,0.46561,0.22422,0.24173,0.18919,0.51979,0.73881,0.81172,0.42019,0.11016,0.36939,0.47736,0.50696,0.39493,0.28794,0.3712,0.38371,0.43318,0.60527,0.66936,0.43394,0.12749,0.23395,0.34545,0.20175,0.07029,0.12051,0.72443,0.22654,0.09917,0.07159,R
0.191,0.10116,0.19908,0.11935,0.26934,0.23408,0.48431,0.37266,0.20213,0.24239,0.29448,0.09818,0.22528,0.38558,0.5172,0.72766,0.90281,0.92312,0.73007,0.40743,0.48387,0.68838,0.76211,0.83239,0.72162,0.60337,0.55447,0.39749,0.34,0.40737,0.23793,0.18198,0.15384,0.05861,0.35819,0.58095,0.48939,0.20422,0.0662,0.34063,0.42038,0.35641,0.21777,0.22687,0.23927,0.09997,0.2155,0.38844,0.37759,0.08121,0.25398,0.14979,0.26753,0.2193,0.09297,0.17949,0.28693,0.36156,0.60331,0.38568,R
0.16224,0.12216,0.24113,0.10961,0.04058,0.19672,0.17424,0.42933,0.41478,0.50922,0.38069,0.08807,0.24874,0.4916,0.63407,0.67596,0.74148,0.64623,0.42236,0.247,0.36962,0.67222,0.81954,1,0.81967,0.68223,0.76111,0.60107,0.4862,0.53638,0.48218,0.15907,0.14008,0.09486,0.44799,0.6623,0.6639,0.1854,0.16656,0.52614,0.52866,0.48657,0.31062,0.17934,0.25291,0.26687,0.31202,0.45583,0.46896,0.21697,0.24104,0.10699,0.08312,0.24854,0.22449,0.06667,0.36648,0.14874,0.29477,0.194,R
0.08186,0.21989,0.19908,0.10937,0.25488,0.66783,0.61445,0.44366,0.49474,0.59645,0.3865,0.14229,0.44839,0.56038,0.69526,0.97588,1,0.92655,0.6013,0.42059,0.47312,0.49208,0.69079,0.83813,0.80625,0.74557,0.80092,0.6092,0.22443,0.21114,0.63401,0.71422,0.25475,0.44314,0.84954,0.71573,0.48655,0.5691,0.48724,0.29946,0.02791,0.13565,0.35394,0.36228,0.29542,0.09051,0.08892,0.10332,0.08682,0.34788,0.02689,0.28531,0.11169,0.55263,0.27211,0.04615,0.09659,0.07094,0.31129,0.16397,R
0.17552,0.34376,0.16163,0.04422,0.42024,1,1,0.77795,0.49667,0.29801,0.33518,0.43772,0.77703,0.68506,0.79366,0.71138,0.32774,0.16966,0.22954,0.38988,0.50253,0.33432,0.09187,0.53417,0.6248,0.74799,0.66782,0.7957,0.80448,0.81996,0.79673,0.52179,0.09829,0.2708,0.49719,0.4745,0.10988,0.19923,0.2549,0.40479,0.29797,0.13419,0.22048,0.16671,0.12923,0.10971,0.10268,0.0593,0.05755,0.18303,0.08466,0.24251,0.17662,0.20175,0.07256,0.28718,0.08523,0.08238,0.22039,0.10855,R
0.18068,0.07973,0.07852,0.00071,0.07228,0.16098,0.33279,0.22602,0.21442,0.21693,0.10506,0.2859,0.19548,0.24306,0.2918,0.28659,0.03627,0.1066,0.26257,0.34878,0.32525,0.22329,0.38625,0.55691,0.5998,0.595,0.63746,0.7605,1,0.83626,0.5479,0.45383,0.4927,0.42989,0.1615,0.07167,0.02012,0.15837,0.23087,0.22179,0.27898,0.34005,0.2241,0.105,0.04763,0.12795,0.18435,0.09254,0.105,0.38545,0.13147,0.15692,0.2987,0.11988,0.14512,0.02821,0.09091,0.01144,0.11846,0.16397,R
0.32743,0.18474,0.10907,0.09463,0,0.21177,0.47754,0.37178,0.22553,0.18519,0.34085,0.443,0.62775,0.56842,0.44538,0.21056,0.18806,0.29361,0.25468,0.38303,0.4161,0.22094,0.62011,0.89407,0.88914,0.72783,0.66782,0.83429,1,0.8255,0.53896,0.46877,0.79702,0.71659,0.37762,0.14899,0.13634,0.18488,0.50675,0.50817,0.22976,0.4326,0.36014,0.2328,0.05004,0.06487,0.05831,0.12219,0.08228,0.10667,0.12052,0.08417,0.07013,0.28947,0.35828,0.37692,0.19034,0.18764,0.31956,0.11547,R
0.00737,0.12988,0.05125,0.04042,0.09308,0.30153,0.51786,0.35413,0.19147,0.18833,0.09996,0.29513,0.32532,0.30587,0.30174,0.22878,0.00187,0.13475,0.26762,0.36526,0.32683,0.18147,0.42895,0.67718,0.72049,0.68631,0.69556,0.84726,1,0.75391,0.4751,0.37216,0.59005,0.51913,0.24169,0.08427,0.06517,0.19798,0.32775,0.21547,0.17846,0.35226,0.28592,0.19634,0.10606,0.0831,0.12532,0.13357,0.17365,0.09939,0.10757,0.20114,0.18701,0.07602,0.2449,0.20769,0.27841,0.02975,0.07438,0.01848,R
0.20354,0.16888,0.24836,0.17855,0.11514,0.25504,0.0303,0.13649,0.18051,0.14772,0.09258,0.08177,0.00979,0.09467,0.10172,0.19214,0.12506,0.24052,0.3461,0.36045,0.31176,0.12023,0.06835,0.26514,0.1291,0.1878,0.41885,0.74475,0.90219,0.76691,0.46692,0.23354,0.51402,0.64303,0.35021,0.45282,0.6569,0.63336,0.5428,0.34161,0.22374,0.07289,0,0,0,0,0,0,0,0,0,0.06847,0.6026,0.56725,0.09977,0.34103,0.45739,0.17849,0.38017,0.24249,R
0.12242,0.06001,0.00361,0.01973,0.08978,0.0997,0.08874,0.15127,0.19591,0.13328,0.0872,0.06375,0.11703,0.08075,0.0316,0.10879,0.13232,0.34047,0.29118,0.25032,0.16832,0.19272,0.16128,0.2093,0.05195,0.11543,0.37872,0.62793,0.79403,0.73453,0.54877,0.20333,0.44051,0.45225,0.21213,0.31804,0.45145,0.5405,0.64822,0.57048,0.24528,0.27009,0.23122,0.11569,0.0762,0.05129,0.17928,0.28631,0.16002,0.17212,0.0757,0.3067,0.64935,0.39474,0.51474,0.09487,0.04261,0.10297,0.24242,0.18245,R
0.35103,0.11702,0.18955,0.28816,0.43241,0.48535,0.59091,0.15722,0.1734,0.27385,0.09329,0.33133,0.29149,0.30133,0.33193,0.3217,0.25189,0.27013,0.25815,0.11483,0.29005,0.36959,0.31366,0.52976,0.51107,0.39145,0.51045,0.51863,0.3818,0.30287,0.39335,0.47574,0.53586,0.58453,0.62719,0.75433,0.71638,0.60237,0.52794,0.59967,0.71199,0.57888,0.48312,0.36125,0.28177,0.33434,0.32398,0.51093,0.38465,0.28848,0.26693,0.10414,0.32208,0.44152,0.12925,0.29487,0.54261,0.3135,0.91185,1,M
0.95723,1,1,1,1,0.45391,0.49242,0,0.27454,0.30287,0.37119,0.29645,0.42493,0.31236,0.36403,0.38612,0.4183,0.44623,0.50084,0.32952,0.18244,0.17933,0.39992,0.64471,0.49488,0.20652,0.38681,0.58316,0.51725,0.37978,0.35226,0.22141,0.04053,0.12984,0.2734,0.45333,0.3689,0.3108,0.3618,0.4427,0.37556,0.32418,0.21376,0.25135,0.39963,0.30801,0.34788,0.44924,0.33569,0.23394,0.15538,0.50499,0.53247,0.42105,0.39456,0.02308,0.29261,0.28375,0.4876,0.51963,M
0.13717,0.17874,0.17707,0.17237,0.14025,0.20666,0.31602,0.58479,0.16748,0.02374,0.27818,0.34862,0.2283,0.35434,0.4516,0.54865,0.44213,0.35553,0.31096,0.215,0.19846,0.09283,0.21119,0.50507,0.3626,0.34817,0.51182,0.49732,0.44643,0.3883,0.36916,0.3971,0.43936,0.39873,0.2016,0.175,0.07347,0.17937,0.30382,0.38998,0.29554,0.36068,0.33144,0.24826,0.29315,0.24013,0.1523,0.30997,0.32357,0.18545,0.08068,0.26106,0.45974,0.4386,0.64399,0.22051,0.67898,0.50572,0.52066,0.20785,M
0.4528,0.45392,0.49639,0.27841,0.34745,0.29239,0.23025,0.18787,0.3009,0.49821,0.73401,0.72817,0.71153,0.5282,0.65473,0.86943,0.97783,0.93091,0.78088,0.71993,0.67411,0.37123,0.01144,0.02694,0.25379,0.21126,0.18416,0.16746,0.02679,0.20433,0.16316,0.16704,0.2054,0.18484,0.24997,0.12702,0.07894,0.17053,0.15001,0.01198,0.11036,0.20989,0.20031,0.20948,0.10065,0.01769,0.14397,0.22821,0.05906,0.07394,0.25598,0.11555,0.66753,0.28655,0.29932,0.46923,0.64489,0.12357,0.30854,0.28868,M
0.23599,0.05486,0.22372,0.26676,0.07127,0.28971,0.51813,0.34223,0.43847,0.60904,0.74351,0.81111,0.98431,0.70063,0.73588,0.7357,0.85722,0.94369,0.87187,0.77665,0.55312,0.29056,0,0,0.23709,0.43408,0.47757,0.42384,0.27425,0.12613,0.33548,0.35026,0.29865,0.30737,0.34929,0.06794,0.16215,0.14942,0.15222,0.16078,0.02501,0.10965,0.14044,0.10461,0.11146,0.06679,0.0795,0.1755,0.18677,0.22424,0.3008,0.33666,0.58961,0.24269,0.34694,0.48462,0.08239,0.85584,0.34435,0.34642,M
0.42183,0.51607,0.41163,0.34237,0.3472,0.12335,0.21618,0.13605,0.19206,0.32018,0.41387,0.58924,0.72218,0.4786,0.59374,0.7184,0.90042,0.90764,0.86566,0.75235,0.71817,0.5115,0.26852,0.30048,0.20799,0.07919,0.13289,0.15963,0.19318,0.11303,0.24905,0.3033,0.30684,0.44822,0.4933,0.2756,0.14542,0.23396,0.29802,0.19782,0.06647,0.04725,0.10087,0.09302,0.05758,0.07584,0.19576,0.34112,0.38718,0.32121,0.21414,0.46077,0.27532,0.22807,0.34467,0.30256,0.09943,0.22426,0.62534,0.27252,M
0.10841,0.10587,0.08114,0.07798,0.14659,0.09944,0.27679,0.29394,0.07745,0.1746,0.37998,0.66208,0.7907,0.55863,0.64099,0.74547,0.89628,1,0.96739,0.8964,0.75601,0.69308,0.64438,0.58652,0.35564,0,0,0.06093,0.09091,0.11729,0.30322,0.4727,0.36354,0.51277,0.47151,0.34587,0.21518,0.37912,0.34841,0.15174,0.04459,0.16349,0.2007,0.04857,0.09042,0.06075,0.04781,0.06679,0.0944,0.09333,0.13645,0.08987,0.2,0.64912,0.43537,0.17949,0.09091,0.22197,0.12948,0.03002,M
0.21534,0.2216,0.20959,0.11008,0.13797,0.12765,0.171,0.13429,0.20509,0.3831,0.50872,0.69695,0.69051,0.48458,0.55933,0.73041,0.8166,0.91408,0.99737,0.99048,0.8145,0.64196,0.57402,0.47362,0.29816,0.06851,0.05337,0,0.08766,0.21551,0.24109,0.28376,0.25706,0.40127,0.35154,0.31169,0.46556,0.41499,0.15275,0.35501,0.67655,0.53626,0.24092,0.18294,0.08374,0.07899,0.1217,0.08056,0.12367,0.2303,0.06275,0.4465,0.47792,0.37135,0.61451,0.37949,0.1392,0.27002,0.33884,0.11316,M
0.07448,0.07415,0.14258,0.24679,0.46817,0.22091,0.19697,0.22867,0.10099,0.1277,0.31348,0.54982,0.52181,0.462,0.61531,0.64136,0.79525,0.91771,0.98233,0.96083,0.85729,0.82875,0.81731,0.79582,0.60061,0.43309,0.40698,0.41406,0.43172,0.34303,0.27793,0.29555,0.28562,0.22046,0.19515,0.22853,0.31161,0.42342,0.34619,0.28301,0.16063,0.21062,0.28437,0.13605,0.08146,0.0421,0.04292,0.14076,0.05149,0.06909,0.03088,0.22111,0.24416,0.21637,0.59864,0.7,0.26705,0.1167,0.40496,0.19861,M
0.23304,0.17874,0.15079,0.18069,0.19478,0.17576,0.09226,0.19978,0.07004,0.01144,0.0862,0.21952,0.2522,0.26091,0.32922,0.4944,0.62284,0.69829,0.82464,0.86408,0.7969,0.74512,0.73784,0.72318,0.6083,0.44333,0.42546,0.39265,0.44602,0.37403,0.28959,0.31341,0.3376,0.37774,0.43428,0.47349,0.47726,0.44515,0.37128,0.45076,0.42895,0.4464,0.49955,0.36099,0.1824,0.15318,0.23597,0.2357,0.22009,0.27152,0.13247,0.09986,0.43896,0.48538,0.07256,0.32051,0.17898,0.09382,0.36639,0.19861,M
0.30457,0.23532,0.22766,0.13314,0.29115,0.38216,0.40855,0.07409,0.07922,0,0.13696,0.32781,0.40694,0.35826,0.4503,0.53226,0.64646,0.70005,0.74774,0.85788,0.83305,0.79286,0.82887,0.93003,0.85195,0.57727,0.38428,0.30723,0.30073,0.20678,0.31444,0.45619,0.47496,0.51924,0.50844,0.45756,0.42456,0.41479,0.41176,0.47015,0.3868,0.39902,0.33157,0.32556,0.30381,0.24534,0.1829,0.15813,0.22867,0.14303,0.00896,0.19116,0.45195,0.20175,0.12245,0.32564,0.24432,0.18535,0.30854,0.09931,M
0.43068,0.2006,0.15867,0.07822,0.24322,0.18033,0.22186,0.08644,0.1509,0.03403,0.18333,0.26187,0.29999,0.26359,0.37998,0.45827,0.65672,0.85943,0.93278,0.93226,0.90978,0.91432,0.92699,0.85698,0.72613,0.53332,0.3867,0.39409,0.40605,0.27016,0.26747,0.3106,0.28058,0.41547,0.3857,0.41482,0.45714,0.41967,0.46026,0.361,0.3282,0.40464,0.32238,0.34141,0.24851,0.12781,0.09598,0.02426,0.17264,0.16606,0.02789,0.00713,0,0.6345,0.46032,0.19744,0.32386,0.254,0.30579,0.21709,M
0.18363,0.02786,0.10742,0.17475,0.24753,0.18302,0.37446,0.24719,0.05598,0.11898,0.11952,0.08851,0.07672,0.1748,0.26101,0.41003,0.4871,0.65829,0.7814,0.82673,0.8692,0.94091,1,0.99293,0.95645,0.85097,0.70743,0.56783,0.48904,0.4552,0.39204,0.22905,0.13557,0.23953,0.33702,0.37117,0.27969,0.20048,0.29486,0.3744,0.39155,0.53565,0.4217,0.2529,0.12283,0.23149,0.36056,0.36448,0.31701,0.39152,0.25199,0.29387,0.66753,0.4883,0.07029,0.1641,0.33523,0.16934,0.21212,0.13857,M
0.14381,0.04929,0.06176,0.23252,0.40781,0.08492,0.18669,0.17045,0.06205,0.08194,0.11853,0.22055,0.36361,0.29019,0.3555,0.49216,0.58667,0.63325,0.79665,0.89384,0.8847,0.93232,1,0.908,0.8459,0.76506,0.75712,0.76513,0.62135,0.39288,0.17384,0.08919,0.12423,0.25501,0.3722,0.39093,0.31675,0.19954,0.3035,0.42538,0.46138,0.48254,0.43579,0.3244,0.29869,0.16196,0.20826,0.16472,0.14791,0.22182,0.10359,0.15549,0.24935,0.14912,0.05669,0.24359,0.21875,0.23799,0.44077,0.2933,M
0.37979,0.37677,0.65112,0.60533,0.80091,0.57646,0.15801,0.49217,0.12957,0.08966,0.1873,0.29162,0.3626,0.31886,0.42482,0.40525,0.54979,0.6801,0.84715,0.91802,0.91263,1,0.95041,0.9079,0.82961,0.6754,0.63589,0.43217,0.23498,0.14989,0.10507,0.06628,0.10847,0.23105,0.4307,0.49829,0.44719,0.43548,0.37487,0.30316,0.35298,0.60244,0.46968,0.17869,0.2559,0.17814,0.09471,0.24468,0.23675,0.13818,0.29781,0.33666,0.5039,0.72222,0.17234,0.37692,0.47727,0.32723,0.36639,0.11547,M
0.32375,0.19974,0.22405,0.22896,0.33731,0.37382,0.3934,0.15788,0.1623,0.22337,0.35588,0.45237,0.55103,0.41487,0.53355,0.53419,0.67568,0.79688,0.91521,0.91107,1,0.99714,0.90389,0.7867,0.6624,0.48497,0.32472,0.22643,0.30611,0.33685,0.28948,0.14705,0.25832,0.53227,0.58331,0.54002,0.45539,0.31153,0.29981,0.22451,0.15217,0.31477,0.38536,0.26243,0.1642,0.12603,0.15972,0.06828,0.19182,0.17212,0.13645,0.15977,0.0961,0.66667,0.27891,0.20513,0.6108,0.72769,0.42149,0.10855,M
0.19764,0.25418,0.21058,0.04066,0.19579,0.4222,0.3033,0.22999,0.19177,0.23652,0.24188,0.38584,0.44494,0.36052,0.41509,0.49603,0.60419,0.79481,0.92983,0.93568,0.92359,0.94377,0.82283,0.77185,0.69334,0.57639,0.55983,0.42919,0.36151,0.24268,0.18561,0.14682,0.32563,0.39587,0.27043,0.23397,0.35731,0.30477,0.35758,0.50654,0.42837,0.44017,0.30001,0.18681,0.14458,0.15236,0.11862,0.08116,0.12317,0.21697,0.10857,0.19829,0.42857,0.43275,0.0907,0.17692,0.14489,0.06865,0.12121,0.16859,M
0.07301,0.09258,0.08344,0.07751,0.29166,0.52674,0.39394,0.19272,0.1888,0.2411,0.3115,0.40108,0.50209,0.42498,0.52433,0.67097,0.73081,0.82171,0.89827,0.95548,1,0.99816,0.88333,0.74316,0.62777,0.64137,0.70659,0.67281,0.54464,0.44487,0.37515,0.23916,0.06427,0.12485,0.23811,0.3247,0.26974,0.18291,0.19977,0.22059,0.23092,0.34371,0.3357,0.248,0.17856,0.13755,0.17222,0.36238,0.36749,0.21091,0.21215,0.37233,0.38182,0.72222,0.20635,0.09487,0.13352,0.32494,0.28099,0.04388,M
0.29425,0.18431,0.14192,0.18688,0.08927,0.29911,0.53274,0.32216,0.11003,0.26627,0.2864,0.4087,0.54038,0.49263,0.58592,0.65622,0.73236,0.79283,0.83758,0.77943,0.87395,0.83478,0.77239,0.84418,0.73709,0.60712,0.52873,0.33296,0.30682,0.29115,0.17155,0.07055,0.28258,0.40572,0.41516,0.4494,0.36661,0.34917,0.36559,0.36786,0.46555,0.51392,0.36907,0.36176,0.34049,0.0506,0.14578,0.16202,0.08935,0.07879,0.22112,0.05278,0.34026,0.30117,0.10658,0.41282,0.39205,0.16934,0.67493,0.44342,M
0.05826,0.14016,0.0956,0.07561,0.31169,0.45499,0.50758,0.36097,0.26581,0.23052,0.27492,0.42057,0.57003,0.50366,0.53546,0.50326,0.63123,0.72218,0.80686,0.87757,0.98851,1,0.86754,0.85975,0.90512,0.85395,0.76363,0.65006,0.55509,0.36252,0.20153,0.08537,0.0649,0.02321,0.0405,0.18911,0.19342,0.29729,0.39332,0.30741,0.17962,0.20098,0.13061,0.1948,0.20287,0.15044,0.21242,0.29111,0.35487,0.34061,0.21514,0.20685,0.27792,0.67544,0.35828,0.13077,0.21307,0.11899,0.24793,0.14088,M
0.15708,0.04286,0.03778,0.1864,0.26629,0.37732,0.47159,0.20772,0.20036,0.3023,0.33064,0.42101,0.38506,0.31381,0.37356,0.44138,0.45757,0.61081,0.71639,0.86109,0.93139,0.96054,0.90739,0.94294,1,0.93997,0.87551,0.74475,0.70252,0.57239,0.36785,0.23658,0.17694,0.08013,0.11251,0.12742,0.20763,0.29749,0.37613,0.40185,0.33561,0.43932,0.38575,0.22919,0.21823,0.16443,0.17367,0.22911,0.32761,0.37939,0.18426,0.12839,0.44935,0.19591,0.1542,0.23333,0.14773,0.09611,0.1708,0.07621,M
0.25664,0.20231,0.09297,0.03614,0.34035,0.4875,0.35606,0.34355,0.24108,0.19033,0.24103,0.28107,0.38563,0.34,0.39613,0.42713,0.51653,0.616,0.68388,0.72549,0.82915,0.86106,0.89552,0.94181,0.95246,1,0.95241,0.97375,0.89468,0.70129,0.54278,0.30914,0.21506,0.18622,0.20108,0.14647,0.03936,0.11594,0.1459,0.23519,0.11141,0.1221,0.25514,0.21799,0.26742,0.16141,0.14107,0.14825,0.24836,0.23515,0.249,0.15264,0.48052,0.13158,0.20408,0.11795,0.17898,0.254,0.19835,0.06236,M
0.18142,0.11144,0.06833,0.16429,0.32894,0.3792,0.34713,0.35259,0.26492,0.2717,0.36878,0.50029,0.47877,0.33227,0.43074,0.53287,0.61009,0.67543,0.71902,0.79741,0.83094,0.86014,0.86722,0.95974,0.9709,0.90318,0.8504,0.87629,0.76867,0.54309,0.41221,0.27589,0.27691,0.1965,0.09635,0.01058,0.10398,0.21805,0.13346,0.10741,0.2066,0.24139,0.24402,0.1765,0.19562,0.0421,0.06755,0.18149,0.20141,0.20485,0.13446,0.30528,0.44156,0.34211,0.03628,0.30769,0.14489,0.04119,0.07438,0.03926,M
0.2441,0.2156,0.02102,0.04398,0.09257,0.17012,0.24486,0.23793,0.17074,0.19949,0.21551,0.31565,0.39773,0.2674,0.39914,0.52544,0.53228,0.56603,0.58353,0.65208,0.69266,0.78428,0.92413,0.97756,0.97316,1,0.96869,0.99547,0.82092,0.57601,0.5297,0.50135,0.32017,0.14351,0.07395,0.15454,0.27039,0.31268,0.27915,0.30806,0.30318,0.3199,0.26574,0.26656,0.23102,0.16676,0.18345,0.22282,0.19485,0.06061,0.14542,0.04565,0.3039,0.28363,0.24036,0.25128,0.1392,0.04805,0.21488,0.05774,M
0.10841,0.015,0.07359,0.09106,0.14278,0.2201,0.3612,0.22558,0.21872,0.23824,0.26584,0.34174,0.41817,0.36671,0.43756,0.52646,0.58512,0.66005,0.71692,0.7958,0.88839,0.96606,1,0.98904,0.93607,0.88886,0.91428,0.91025,0.7779,0.5758,0.35782,0.32532,0.18933,0,0.09144,0.17218,0.22108,0.2558,0.19713,0.28301,0.34777,0.30403,0.24143,0.27828,0.18169,0.10532,0.19377,0.28332,0.32105,0.27515,0.12749,0.23538,0.33766,0.30409,0.12698,0.39231,0.24148,0.07551,0.14325,0.05543,M
0.17257,0.04844,0.08607,0.1669,0.29191,0.38592,0.31358,0.25888,0.30268,0.34577,0.36382,0.39933,0.45444,0.41394,0.51901,0.60299,0.7136,0.74826,0.76078,0.79645,0.89408,0.92301,0.93271,0.98494,0.97705,1,0.98907,0.9049,0.72666,0.5481,0.43455,0.37239,0.16822,0.07875,0.0271,0.13367,0.24087,0.17375,0.13104,0.23039,0.16364,0.27314,0.32601,0.18861,0.09568,0.13234,0.27019,0.33783,0.23372,0.23394,0.13944,0.0271,0.16364,0.40936,0.01361,0.33077,0.12784,0.55149,0.20937,0.15704,M
0.18805,0.0673,0.1071,0.04494,0.19148,0.31013,0.34903,0.33716,0.28758,0.28729,0.27237,0.31697,0.40017,0.39064,0.50797,0.54447,0.64905,0.66795,0.63392,0.65625,0.76929,0.83325,0.89075,0.98525,1,0.93336,0.88623,0.80496,0.67817,0.52828,0.41624,0.3297,0.1636,0.06211,0.05994,0.14567,0.24874,0.21556,0.16962,0.25,0.23729,0.22527,0.26859,0.22765,0.15908,0.10683,0.24339,0.28751,0.30187,0.4,0.19622,0.2582,0.51688,0.2193,0.0839,0.22564,0.38352,0.20824,0.2865,0.20092,M
0.27507,0.13631,0.22109,0.19971,0.30434,0.37974,0.56845,0.56406,0.40826,0.37252,0.47583,0.54191,0.5267,0.45416,0.53496,0.47435,0.46482,0.57008,0.74532,0.67862,0.67517,0.86024,0.90537,0.933,0.7832,0.84415,0.92237,0.69946,0.57173,0.49025,0.43847,0.30611,0.10196,0.08839,0.16334,0.14506,0.07282,0.1097,0.17025,0.20937,0.28002,0.34469,0.17212,0.14687,0.18624,0.19652,0.113,0.02995,0.04947,0.15879,0.15139,0.35235,0.17143,0.73977,0.16553,0.27436,0.29545,0.14874,0.26446,0.14088,M
0.15708,0.36305,0.32359,0.08797,0.26629,0.41629,0.42316,0.45447,0.47683,0.48677,0.43116,0.49927,0.55218,0.45973,0.51811,0.65245,0.83691,0.84166,0.82579,0.83444,0.7891,0.85042,0.96206,1,0.93412,0.9349,0.9023,0.70193,0.62662,0.5384,0.32905,0.2295,0.12822,0.32623,0.35297,0.22692,0.22545,0.22595,0.16034,0.19858,0.3143,0.33321,0.03983,0.15949,0.26358,0.2404,0.1954,0.21803,0.12216,0.23152,0.15837,0.23395,0.48312,0.73099,0.30385,0.31026,0.32102,0.20595,0.0303,0.06928,M
0.51622,0.36134,0.18791,0.03804,0.20162,0.4566,0.50947,0.40595,0.42722,0.58244,0.64909,0.73461,0.83129,0.67877,0.85686,0.97252,0.86457,0.86608,0.88996,0.99165,0.8925,0.81168,0.82759,0.74808,0.5792,0.50303,0.54228,0.52717,0.47068,0.40758,0.35052,0.24377,0.10511,0.16227,0.10289,0.15202,0.15876,0.10949,0.13662,0.27375,0.21702,0.14444,0.11238,0.26952,0.21311,0.0927,0.1628,0.27763,0.33216,0.10424,0.21514,0.20685,0.3013,0.25146,0.43084,0.09744,0.17898,0.21968,0.2259,0.27252,M
0.14307,0.1093,0.03449,0.16881,0.25285,0.42408,0.80709,0.75083,0.47964,0.57372,0.51808,0.1609,0.63884,1,0.91343,0.8274,0.68853,0.77403,0.87261,0.83958,0.88617,0.94612,1,0.89499,0.7752,0.81507,0.63252,0.43886,0.4655,0.29594,0.24687,0.06448,0,0.12623,0.16477,0.20847,0.10059,0.15899,0.31836,0.36242,0.23266,0.13907,0.34463,0.33329,0.19804,0.14852,0.25045,0.39563,0.53963,0.39394,0.31474,0.0699,0.4,0.2193,0.82993,0.24872,0.35227,0.65217,0.35262,0.03926,M
0.26475,0.24861,0.20138,0.11317,0.04768,0.35474,0.55168,0.59074,0.44351,0.35521,0.45286,0.55144,0.63193,0.58544,0.79175,0.82536,0.80178,0.89371,0.98191,0.89105,0.88301,0.93528,0.90696,0.78855,0.66373,0.59445,0.46055,0.31947,0.47565,0.34186,0.28262,0.09694,0.02793,0.13757,0.17214,0.1751,0.14848,0.05854,0.25912,0.31471,0.14383,0.17424,0.37178,0.26372,0.15127,0.19131,0.19286,0.15783,0.19939,0.22182,0.35159,0.15692,0.15065,0.66374,0.05896,0.21282,0.34375,0.25172,0.26722,0.27714,M
1,0.52293,0.45007,0.33904,0.43343,0.35636,0.47078,0.46439,0.23027,0.27942,0.5626,0.76905,1,0.69403,0.6767,0.79147,0.93597,0.88831,0.91016,0.76798,0.78499,0.79378,0.75797,0.65321,0.47336,0.51228,0.4429,0.55126,0.44369,0.2936,0.24,0.21737,0.2704,0.29719,0.25877,0.09687,0.15373,0.28834,0.34071,0.28529,0.10898,0.29328,0.44019,0.22584,0.09653,0.14564,0.11644,0.15933,0.26805,0.3297,0.17032,0.15692,0.32208,0.97661,0.13379,0.16154,0.05398,0.17391,0.39945,0.10393,M
